chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain Nanog motif
chr14,28835144,28835317,Nanog_256_peak_2970,159,.,10.92062,19.87657,15.95021,97,False
chr14,30542638,30543017,Nanog_256_peak_2988,669,.,11.12065,72.43798,66.91006,145,False
chr14,30586854,30587047,Nanog_256_peak_2990,171,.,10.79776,21.12995,17.14264,85,True
chr14,30797678,30797936,Nanog_256_peak_2993,165,.,10.4068399999999,20.48163,16.5254899999999,178,False
chr14,30807285,30807549,Nanog_256_peak_2994,200,.,12.31669,24.19436,20.06664,192,False
chr14,30945293,30945513,Nanog_256_peak_2998,190,.,11.65335,23.08381,19.0057,151,False
chr14,30958109,30958372,Nanog_256_peak_2999,213,.,10.05904,25.49946,21.31745,138,False
chr14,30960189,30960412,Nanog_256_peak_3000,235,.,10.6592399999999,27.81992,23.54557,163,False
chr14,32009539,32009862,Nanog_256_peak_3016,307,.,11.0108699999999,35.35998,30.7976599999999,132,False
chr14,32062154,32062470,Nanog_256_peak_3019,333,.,12.9458399999999,38.03757,33.37717,119,False
chr14,32066796,32066981,Nanog_256_peak_3020,274,.,11.46988,31.85768,27.42305,65,True
chr14,32428316,32428589,Nanog_256_peak_3026,186,.,11.72778,22.68045,18.61862,209,True
chr14,32486184,32486346,Nanog_256_peak_3027,232,.,13.63609,27.5175,23.25496,64,False
chr14,32745515,32745960,Nanog_256_peak_3030,719,.,12.40921,77.51788,71.90088,275,False
chr14,32899933,32900283,Nanog_256_peak_3039,258,.,11.6235,30.24224,25.86794,181,False
chr14,32966274,32966745,Nanog_256_peak_3040,362,.,15.32571,41.04712,36.28612,76,True
chr14,33327622,33327909,Nanog_256_peak_3043,189,.,10.61271,23.01664,18.9412299999999,138,True
chr14,33519693,33519832,Nanog_256_peak_3048,258,.,14.87132,30.19197,25.81939,59,False
chr14,33904963,33905228,Nanog_256_peak_3052,182,.,11.78222,22.27102,18.22844,121,False
chr14,33980845,33981135,Nanog_256_peak_3055,169,.,10.3392,20.89821,16.92305,97,True
chr14,34490729,34491020,Nanog_256_peak_3062,315,.,10.02352,36.14062,31.55114,215,False
chr14,34737324,34737444,Nanog_256_peak_3065,180,.,12.33549,22.07906,18.0458,48,True
chr14,34787062,34787198,Nanog_256_peak_3067,199,.,12.52251,24.02691,19.90596,52,True
chr14,34933715,34933828,Nanog_256_peak_3069,203,.,13.24305,24.44179,20.30538,71,False
chr14,36048819,36049078,Nanog_256_peak_3079,495,.,18.64874,54.72799,49.58918,100,True
chr14,38843553,38843888,Nanog_256_peak_3121,729,.,18.87846,78.57507,72.93729,178,False
chr14,39289733,39290203,Nanog_256_peak_3127,635,.,18.37441,69.04163,63.58743,140,True
chr14,39605877,39605987,Nanog_256_peak_3128,384,.,18.76557,43.28921,38.46047,73,True
chr14,39660016,39660266,Nanog_256_peak_3129,337,.,17.12585,38.41699,33.7438299999999,88,False
chr14,40759821,40760074,Nanog_256_peak_3141,134,.,10.22002,17.25714,13.4642799999999,66,True
chr14,40840332,40840480,Nanog_256_peak_3142,212,.,13.56157,25.413,21.23461,88,True
chr14,41469034,41469142,Nanog_256_peak_3148,227,.,14.16845,26.94472,22.70365,49,True
chr14,41490220,41490432,Nanog_256_peak_3150,191,.,11.4449899999999,23.28483,19.19882,87,False
chr14,42159470,42159873,Nanog_256_peak_3154,261,.,12.88292,30.55965,26.17308,93,True
chr14,42170229,42170461,Nanog_256_peak_3155,278,.,13.54047,32.34665,27.8946799999999,133,True
chr14,43124700,43125035,Nanog_256_peak_3165,209,.,13.1261,25.0719,20.90905,279,False
chr14,43876510,43876999,Nanog_256_peak_3173,220,.,12.88881,26.25842,22.04505,309,False
chr14,44471408,44471720,Nanog_256_peak_3176,231,.,13.23035,27.4092099999999,23.1512299999999,192,False
chr14,46028503,46028780,Nanog_256_peak_3192,245,.,11.5806899999999,28.90435,24.58355,149,True
chr15,36345,36545,Nanog_256_peak_3239,175,.,11.05145,21.5513,17.5430299999999,102,True
chr15,465618,466206,Nanog_256_peak_3244,154,.,10.63473,19.39001,15.48739,551,False
chr15,1373317,1373514,Nanog_256_peak_3257,191,.,12.08383,23.28034,19.19451,38,False
chr15,1586228,1586503,Nanog_256_peak_3258,196,.,11.41277,23.79387,19.68242,178,False
chr15,2372958,2373140,Nanog_256_peak_3264,162,.,11.3438699999999,20.21527,16.2713,112,False
chr15,3029965,3030191,Nanog_256_peak_3271,322,.,16.60689,36.86514,32.24749,74,True
chr15,3132713,3132833,Nanog_256_peak_3272,154,.,11.1599899999999,19.30285,15.40465,81,True
chr15,3147154,3147536,Nanog_256_peak_3273,159,.,10.66161,19.89907,15.97132,236,False
chr15,3503306,3504126,Nanog_256_peak_3276,398,.,11.41325,44.68331,39.812,152,False
chr15,4223100,4223736,Nanog_256_peak_3287,290,.,11.98709,33.50167,29.00832,129,False
chr15,4909554,4909786,Nanog_256_peak_3293,223,.,13.40145,26.56796,22.3429799999999,84,False
chr15,5036248,5037133,Nanog_256_peak_3294,299,.,10.9023,34.49245,29.96139,815,False
chr15,5901534,5901639,Nanog_256_peak_3301,151,.,10.65842,19.00374,15.12007,38,False
chr15,6000064,6000345,Nanog_256_peak_3302,391,.,17.44764,44.00089,39.14969,171,False
chr15,6374777,6374945,Nanog_256_peak_3304,173,.,11.78461,21.3855799999999,17.38531,136,False
chr15,7046862,7046997,Nanog_256_peak_3308,136,.,10.38071,17.48809,13.6836899999999,70,False
chr15,7290611,7290809,Nanog_256_peak_3312,398,.,18.7288399999999,44.6827,39.81154,156,False
chr15,8563728,8563961,Nanog_256_peak_3316,274,.,14.7889299999999,31.85173,27.4175,108,True
chr15,10237988,10238175,Nanog_256_peak_3323,240,.,13.08714,28.37357,24.07571,134,True
chr15,10238360,10238514,Nanog_256_peak_3324,175,.,10.72883,21.54638,17.53835,96,False
chr15,10374210,10374411,Nanog_256_peak_3329,214,.,13.1554,25.61958,21.43244,49,True
chr15,10860688,10860790,Nanog_256_peak_3333,321,.,17.6154,36.71543,32.10374,45,True
chr15,11487347,11487627,Nanog_256_peak_3337,314,.,18.02806,36.0045099999999,31.41939,69,False
chr15,14042450,14042656,Nanog_256_peak_3355,268,.,13.6740799999999,31.26104,26.84834,90,False
chr15,15000260,15000568,Nanog_256_peak_3373,270,.,14.53677,31.42788,27.0088,139,True
chr15,15366690,15366913,Nanog_256_peak_3376,600,.,24.82395,65.46499,60.07894,64,False
chr15,15479679,15479953,Nanog_256_peak_3379,149,.,10.26818,18.77295,14.90082,127,False
chr15,16070173,16070406,Nanog_256_peak_3386,282,.,13.00027,32.73202,28.2668099999999,118,True
chr15,16703582,16703746,Nanog_256_peak_3391,225,.,12.47103,26.73354,22.5020299999999,103,True
chr15,17253481,17254078,Nanog_256_peak_3398,226,.,11.1449,26.88924,22.65096,446,False
chr15,18017873,18018107,Nanog_256_peak_3403,140,.,10.24687,17.8996,14.0734299999999,87,False
chr15,18063126,18063563,Nanog_256_peak_3405,172,.,11.14418,21.1951,17.20502,371,False
chr15,18719063,18719295,Nanog_256_peak_3411,172,.,10.52017,21.19944,17.20919,68,True
chr15,18885456,18885542,Nanog_256_peak_3413,151,.,10.65842,19.00374,15.12007,45,True
chr15,20492441,20492826,Nanog_256_peak_3436,189,.,11.26231,22.98071,18.90644,69,True
chr15,20778743,20778949,Nanog_256_peak_3440,237,.,13.95984,28.06834,23.78293,83,False
chr15,23793278,23793526,Nanog_256_peak_3473,395,.,19.45549,44.46374,39.59855,179,False
chr15,23915042,23915130,Nanog_256_peak_3476,163,.,11.40499,20.3259,16.37613,37,True
chr15,24746743,24746966,Nanog_256_peak_3485,167,.,10.24133,20.73511,16.76764,74,False
chr15,25584363,25584523,Nanog_256_peak_3497,167,.,11.3939899999999,20.69514,16.72928,85,False
chr15,25681607,25681875,Nanog_256_peak_3498,273,.,12.12683,31.81193,27.37885,82,False
chr15,26908402,26908612,Nanog_256_peak_3511,323,.,17.4133,36.95642,32.33565,73,True
chr15,26984428,26984606,Nanog_256_peak_3513,231,.,12.90178,27.45439,23.19418,88,True
chr15,26992050,26992289,Nanog_256_peak_3514,162,.,10.24204,20.20836,16.26525,103,True
chr15,27374630,27374870,Nanog_256_peak_3520,301,.,11.6049,34.6951,30.15714,179,False
chr15,27439198,27439304,Nanog_256_peak_3521,248,.,12.84746,29.21905,24.88542,36,True
chr15,27709229,27709730,Nanog_256_peak_3528,323,.,11.47036,37.00295,32.38035,348,True
chr15,27879426,27879936,Nanog_256_peak_3531,216,.,11.56962,25.81394,21.61794,147,True
chr15,28384252,28384421,Nanog_256_peak_3539,191,.,12.37252,23.28528,19.19901,72,True
chr15,29012530,29012732,Nanog_256_peak_3545,262,.,12.90501,30.59774,26.20946,116,True
chr15,29661254,29661453,Nanog_256_peak_3555,327,.,16.11571,37.40059,32.76493,94,True
chr15,30486046,30486340,Nanog_256_peak_3560,337,.,13.87072,38.40824,33.7354,110,False
chr15,32468163,32468392,Nanog_256_peak_3578,219,.,13.15165,26.14319,21.93509,67,True
chr15,33345922,33346243,Nanog_256_peak_3587,563,.,17.60679,61.6737199999999,56.3690099999999,184,True
chr15,33963747,33963895,Nanog_256_peak_3594,265,.,11.34272,30.97825,26.57675,70,True
chr15,33966590,33966747,Nanog_256_peak_3596,229,.,10.35555,27.2416299999999,22.99066,79,False
chr15,34592992,34593132,Nanog_256_peak_3601,241,.,11.3271699999999,28.44532,24.14454,70,True
chr15,34775978,34776173,Nanog_256_peak_3604,146,.,10.39666,18.55296,14.69175,152,False
chr15,35353301,35353593,Nanog_256_peak_3611,199,.,11.25745,24.10737,19.98328,69,True
chr15,35424602,35424940,Nanog_256_peak_3614,224,.,12.07894,26.67799,22.4486,172,False
chr15,35617660,35617821,Nanog_256_peak_3615,155,.,11.10033,19.43554,15.53141,81,False
chr15,36598173,36598571,Nanog_256_peak_3627,272,.,14.2772899999999,31.62979,27.20414,162,True
chr15,37274355,37274467,Nanog_256_peak_3634,143,.,10.5944399999999,18.20479,14.3628299999999,56,False
chr15,37559304,37559476,Nanog_256_peak_3637,239,.,13.3633399999999,28.22665,23.9348,87,False
chr15,37929035,37929213,Nanog_256_peak_3639,174,.,11.8471,21.49748,17.49204,54,True
chr15,39843154,39843250,Nanog_256_peak_3656,168,.,11.8636699999999,20.78472,16.81409,56,False
chr15,41444611,41444731,Nanog_256_peak_3668,323,.,18.51945,37.01056,32.38725,43,False
chr15,41647747,41647964,Nanog_256_peak_3670,169,.,11.27495,20.93286,16.95576,46,False
chr15,41807291,41807470,Nanog_256_peak_3672,173,.,11.22013,21.32232,17.3252299999999,82,False
chr15,41819799,41819899,Nanog_256_peak_3673,140,.,10.24687,17.8996,14.0734299999999,40,False
chr15,42215524,42215746,Nanog_256_peak_3675,247,.,14.2145,29.06815,24.7403899999999,135,True
chr15,43526559,43527141,Nanog_256_peak_3689,371,.,10.14943,41.9328099999999,37.14479,109,False
chr15,43527243,43527486,Nanog_256_peak_3690,518,.,12.49542,57.02429,51.8254,80,False
chr15,43631186,43631476,Nanog_256_peak_3694,282,.,13.7809,32.7591599999999,28.29263,187,False
chr15,44120812,44120945,Nanog_256_peak_3703,200,.,10.26891,24.1414,20.01592,113,False
chr15,44123538,44123759,Nanog_256_peak_3704,374,.,15.60033,42.26968,37.47315,80,True
chr15,44827434,44827541,Nanog_256_peak_3708,215,.,11.50897,25.7105399999999,21.5192,36,True
chr15,45548570,45548748,Nanog_256_peak_3712,242,.,14.81247,28.56437,24.2589799999999,38,False
chr15,45605115,45605343,Nanog_256_peak_3714,462,.,20.83126,51.28548,46.24332,91,True
chr15,46064273,46064475,Nanog_256_peak_3720,149,.,10.29183,18.81257,14.93842,140,True
chr15,46750532,46750667,Nanog_256_peak_3723,195,.,12.3139,23.67072,19.5655,86,False
chr15,46835919,46836261,Nanog_256_peak_3726,980,.,24.236,104.11113,98.03585,171,False
chr15,47435770,47435962,Nanog_256_peak_3732,460,.,19.30634,51.05738,46.02092,51,True
chr15,47485373,47485580,Nanog_256_peak_3734,138,.,10.09169,17.62963,13.81741,89,False
chr15,47864443,47864633,Nanog_256_peak_3737,325,.,17.18778,37.19664,32.56742,94,False
chr16,218456,218682,Nanog_256_peak_3744,206,.,10.97205,24.78981,20.63984,186,True
chr16,562125,562321,Nanog_256_peak_3748,281,.,13.3232,32.63475,28.1734099999999,56,True
chr16,1520060,1520176,Nanog_256_peak_3767,155,.,11.22658,19.4369899999999,15.53245,45,False
chr16,2272309,2272404,Nanog_256_peak_3772,137,.,10.0662899999999,17.58566,13.77565,20,False
chr16,4654136,4654390,Nanog_256_peak_3789,317,.,15.09867,36.37247,31.77444,131,True
chr16,5412669,5412826,Nanog_256_peak_3796,205,.,10.26746,24.71897,20.57205,57,False
chr16,6199258,6199490,Nanog_256_peak_3806,221,.,12.57726,26.3169799999999,22.10114,100,False
chr16,6456096,6456370,Nanog_256_peak_3810,187,.,11.78118,22.7701399999999,18.70455,59,False
chr16,6835299,6835664,Nanog_256_peak_3819,204,.,12.23911,24.60847,20.4653299999999,207,False
chr16,7153839,7154181,Nanog_256_peak_3821,636,.,21.40632,69.07735,63.62214,100,False
chr16,7231520,7231795,Nanog_256_peak_3822,265,.,13.47195,30.91867,26.51842,93,False
chr16,8060583,8060812,Nanog_256_peak_3824,141,.,10.47646,17.98388,14.15346,168,False
chr16,10318770,10318905,Nanog_256_peak_3839,135,.,10.11053,17.31365,13.51799,75,False
chr16,11004460,11004737,Nanog_256_peak_3846,231,.,13.89635,27.4178,23.1586,137,True
chr16,11029319,11029493,Nanog_256_peak_3847,181,.,10.44007,22.16104,18.12346,93,False
chr16,11185704,11185803,Nanog_256_peak_3853,150,.,10.82973,18.93789,15.05674,49,False
chr16,12060765,12060905,Nanog_256_peak_3864,176,.,12.2199,21.64114,17.62878,67,False
chr16,12173677,12173829,Nanog_256_peak_3865,209,.,13.1261,25.0719,20.90905,58,True
chr16,12267491,12267658,Nanog_256_peak_3867,162,.,11.11069,20.2031299999999,16.2605799999999,91,False
chr16,13613962,13614138,Nanog_256_peak_3874,190,.,11.99976,23.13826,19.05769,51,False
chr16,13680654,13680814,Nanog_256_peak_3877,167,.,10.87428,20.74445,16.77664,71,False
chr16,13685670,13685999,Nanog_256_peak_3878,220,.,12.8606199999999,26.21118,22.00011,99,True
chr16,15396870,15397293,Nanog_256_peak_3892,210,.,11.91554,25.21127,21.0413,188,False
chr16,15431229,15431497,Nanog_256_peak_3894,260,.,13.53766,30.38599,26.00583,148,True
chr16,15653587,15653740,Nanog_256_peak_3896,776,.,21.45114,83.34822,77.62151,83,False
chr16,15655380,15655663,Nanog_256_peak_3897,433,.,13.81711,48.28791,43.32742,42,False
chr16,15655905,15656038,Nanog_256_peak_3898,312,.,11.23292,35.84398,31.26401,67,False
chr16,15792026,15792186,Nanog_256_peak_3901,194,.,12.74086,23.50791,19.41065,57,False
chr16,15882610,15882910,Nanog_256_peak_3903,190,.,12.50378,23.07792,19.00012,73,False
chr16,16188529,16188909,Nanog_256_peak_3905,382,.,16.91435,43.08624,38.2633299999999,276,True
chr16,16199905,16200045,Nanog_256_peak_3906,163,.,11.37435,20.27038,16.32369,71,True
chr16,16343243,16343450,Nanog_256_peak_3908,223,.,10.99366,26.61918,22.39296,168,False
chr16,16739823,16740026,Nanog_256_peak_3913,142,.,10.53512,18.0934,14.25735,154,True
chr16,16761722,16761973,Nanog_256_peak_3914,329,.,17.02,37.56502,32.92346,141,False
chr16,16769032,16769179,Nanog_256_peak_3915,143,.,10.5944399999999,18.20479,14.3628299999999,46,False
chr16,19411141,19411541,Nanog_256_peak_3926,274,.,13.67905,31.92332,27.48765,254,True
chr16,19499063,19499335,Nanog_256_peak_3928,225,.,11.09403,26.79854,22.56397,93,False
chr16,19536466,19536610,Nanog_256_peak_3932,188,.,10.576,22.95415,18.88116,80,False
chr16,19833370,19833496,Nanog_256_peak_3933,177,.,12.27268,21.72539,17.70837,76,False
chr16,19887757,19887872,Nanog_256_peak_3935,136,.,10.1926899999999,17.4623,13.65875,68,True
chr16,20739323,20739561,Nanog_256_peak_3944,300,.,15.22911,34.54351,30.01062,158,False
chr16,20896473,20896598,Nanog_256_peak_3946,219,.,12.1373199999999,26.1741,21.96446,65,False
chr16,21056891,21057209,Nanog_256_peak_3952,555,.,21.6003,60.78888,55.50308,208,True
chr16,21912264,21912381,Nanog_256_peak_3958,246,.,14.51109,29.01657,24.69145,52,False
chr16,22292567,22292860,Nanog_256_peak_3963,169,.,10.9708899999999,20.90554,16.92962,85,False
chr16,22987085,22987235,Nanog_256_peak_3967,146,.,10.60004,18.5237,14.66419,82,False
chr16,23958828,23959167,Nanog_256_peak_3975,353,.,14.7626,40.0374599999999,35.31265,192,False
chr16,23987841,23988026,Nanog_256_peak_3977,192,.,10.15954,23.37282,19.28254,122,False
chr16,23991151,23991452,Nanog_256_peak_3978,320,.,14.0701399999999,36.67342,32.06384,117,False
chr16,25145987,25146074,Nanog_256_peak_3991,131,.,10.04541,16.9215299999999,13.14582,43,False
chr16,25259951,25260246,Nanog_256_peak_3994,221,.,13.30667,26.40649,22.18722,140,False
chr16,25921656,25921875,Nanog_256_peak_3998,182,.,12.44428,22.29404,18.25032,156,False
chr16,25940797,25940925,Nanog_256_peak_4000,188,.,12.40486,22.90031,18.82904,50,False
chr16,27172984,27173250,Nanog_256_peak_4017,246,.,10.95814,28.9967,24.67246,137,True
chr16,27191361,27191610,Nanog_256_peak_4020,273,.,14.36449,31.7762299999999,27.34559,90,False
chr16,27593548,27593729,Nanog_256_peak_4025,172,.,11.91874,21.27639,17.28154,65,False
chr16,27831561,27831773,Nanog_256_peak_4027,258,.,13.0383,30.1813,25.80919,122,True
chr16,29243648,29243981,Nanog_256_peak_4037,178,.,10.27586,21.88309,17.8593799999999,135,True
chr16,29360994,29361362,Nanog_256_peak_4040,291,.,11.40901,33.65282,29.15357,200,False
chr16,29450246,29450491,Nanog_256_peak_4042,179,.,12.26402,21.93912,17.91255,38,False
chr16,30148364,30148579,Nanog_256_peak_4051,203,.,12.48729,24.48195,20.34431,91,False
chr16,30330007,30330199,Nanog_256_peak_4054,1039,.,25.21204,110.09108,103.91965,99,False
chr16,30330486,30330917,Nanog_256_peak_4055,610,.,17.57095,66.48624,61.0807,374,False
chr16,30343847,30344153,Nanog_256_peak_4056,863,.,31.34697,92.2766599999999,86.39705,86,False
chr16,31846149,31846254,Nanog_256_peak_4069,205,.,12.9293,24.72857,20.5810399999999,40,True
chr16,32047425,32047568,Nanog_256_peak_4070,164,.,11.46677,20.43822,16.48365,45,False
chr16,33106589,33106822,Nanog_256_peak_4085,198,.,10.1769699999999,23.97716,19.85801,125,False
chr16,33598764,33598929,Nanog_256_peak_4091,173,.,10.62347,21.37125,17.3718799999999,62,True
chr16,34040955,34041426,Nanog_256_peak_4094,262,.,12.94942,30.6742599999999,26.2829099999999,208,True
chr16,34046572,34046682,Nanog_256_peak_4095,166,.,11.06281,20.57326,16.61224,47,False
chr16,34528242,34528342,Nanog_256_peak_4101,194,.,11.6337,23.59899,19.49735,41,False
chr16,34613468,34613769,Nanog_256_peak_4103,260,.,12.8171,30.44606,26.06354,34,False
chr16,34775023,34775154,Nanog_256_peak_4105,144,.,10.7386,18.30904,14.4604,78,False
chr16,35044428,35044685,Nanog_256_peak_4107,162,.,10.85851,20.22907,16.28435,131,True
chr16,35115562,35115817,Nanog_256_peak_4108,184,.,11.31217,22.51581,18.46152,101,False
chr16,35497547,35497995,Nanog_256_peak_4110,227,.,12.28168,27.02024,22.77707,341,False
chr16,35518187,35518519,Nanog_256_peak_4113,527,.,18.63386,57.96416,52.7404199999999,225,True
chr16,35532287,35532548,Nanog_256_peak_4114,156,.,10.44847,19.54345,15.6334799999999,87,False
chr16,35669189,35669413,Nanog_256_peak_4118,207,.,13.61592,24.90393,20.74899,50,False
chr16,36065536,36065872,Nanog_256_peak_4121,317,.,12.78561,36.36568,31.76825,178,True
chr16,36223115,36223382,Nanog_256_peak_4127,152,.,11.12219,19.1224299999999,15.23274,172,False
chr16,38946168,38946308,Nanog_256_peak_4142,172,.,11.19469,21.2797,17.28448,78,False
chr16,39211955,39212238,Nanog_256_peak_4145,295,.,14.92706,34.0349099999999,29.52223,119,True
chr16,39422622,39422769,Nanog_256_peak_4149,169,.,11.72075,20.90547,16.92962,34,False
chr16,40043241,40043415,Nanog_256_peak_4156,186,.,12.30748,22.72649,18.6628799999999,118,False
chr16,40090498,40090658,Nanog_256_peak_4157,201,.,10.68715,24.29658,20.16548,81,True
chr16,40091045,40091289,Nanog_256_peak_4158,220,.,11.1430899999999,26.28032,22.0661,186,False
chr16,40197151,40197253,Nanog_256_peak_4159,175,.,12.08892,21.60036,17.5899,65,True
chr16,40377457,40377618,Nanog_256_peak_4161,141,.,10.07501,18.00607,14.17438,86,False
chr16,40448306,40448465,Nanog_256_peak_4163,158,.,11.28837,19.78826,15.86652,82,True
chr16,40560470,40560660,Nanog_256_peak_4164,318,.,16.7533399999999,36.45469,31.85306,117,False
chr16,40764809,40764977,Nanog_256_peak_4168,206,.,13.57456,24.8174299999999,20.66639,48,True
chr16,41296307,41296483,Nanog_256_peak_4173,189,.,12.21947,23.02018,18.94431,76,False
chr16,41990085,41990296,Nanog_256_peak_4181,345,.,16.37084,39.23907,34.53799,82,True
chr16,42148615,42149080,Nanog_256_peak_4184,208,.,11.08284,24.98069,20.82225,139,True
chr16,42389605,42389801,Nanog_256_peak_4187,232,.,13.28785,27.50558,23.24317,61,False
chr16,43400849,43401028,Nanog_256_peak_4194,280,.,15.18401,32.51748,28.05959,101,False
chr16,45236078,45236283,Nanog_256_peak_4201,250,.,14.04305,29.36704,25.02716,156,True
chr16,46111690,46111951,Nanog_256_peak_4212,220,.,12.8606199999999,26.21118,22.00011,103,False
chr16,48047034,48047253,Nanog_256_peak_4222,162,.,10.24204,20.20836,16.26525,125,False
chr16,50132798,50132913,Nanog_256_peak_4235,305,.,17.00797,35.06313,30.5121599999999,54,False
chr16,50229147,50229362,Nanog_256_peak_4237,158,.,11.25659,19.72822,15.80971,153,False
chr16,51383418,51383643,Nanog_256_peak_4246,217,.,13.3502,25.95544,21.75455,133,False
chr16,51512998,51513109,Nanog_256_peak_4247,144,.,10.7386,18.30904,14.4604,53,False
chr16,51631622,51631965,Nanog_256_peak_4248,225,.,11.45052,26.81874,22.5829299999999,119,False
chr17,111762,112020,Nanog_256_peak_4269,289,.,13.75876,33.39009,28.90115,101,False
chr17,1642384,1642582,Nanog_256_peak_4283,272,.,15.71196,31.66067,27.23416,106,False
chr17,2400581,2400936,Nanog_256_peak_4289,169,.,11.89277,20.96774,16.98867,206,False
chr17,3990064,3990267,Nanog_256_peak_4305,251,.,14.80336,29.52573,25.17896,139,True
chr17,4317471,4317590,Nanog_256_peak_4310,199,.,12.82221,24.07444,19.95132,66,False
chr17,5633135,5633315,Nanog_256_peak_4326,144,.,10.62435,18.2612,14.41634,144,False
chr17,6508119,6508255,Nanog_256_peak_4335,262,.,15.71468,30.68435,26.29269,66,False
chr17,8014385,8014648,Nanog_256_peak_4344,241,.,13.47679,28.41661,24.1165299999999,175,True
chr17,8317900,8318417,Nanog_256_peak_4347,587,.,17.2053899999999,64.07006,58.7117,153,False
chr17,9895833,9896102,Nanog_256_peak_4361,182,.,12.08612,22.33471,18.28924,194,True
chr17,10315719,10315899,Nanog_256_peak_4367,259,.,13.48591,30.29877,25.92235,93,False
chr17,11738033,11738515,Nanog_256_peak_4382,245,.,12.64031,28.86693,24.54749,78,False
chr17,12124935,12125140,Nanog_256_peak_4385,300,.,16.4274299999999,34.63594,30.09996,118,True
chr17,13557039,13557148,Nanog_256_peak_4394,191,.,12.6043,23.25945,19.17438,27,False
chr17,14280163,14280439,Nanog_256_peak_4398,170,.,10.70837,20.98164,17.0018399999999,236,False
chr17,16369426,16369655,Nanog_256_peak_4422,181,.,11.72627,22.17595,18.13766,141,True
chr17,16993942,16994126,Nanog_256_peak_4427,152,.,10.94835,19.15468,15.26331,107,True
chr17,18031689,18031844,Nanog_256_peak_4432,271,.,15.67169,31.58937,27.16493,73,False
chr17,18623309,18623631,Nanog_256_peak_4440,271,.,13.10604,31.5968599999999,27.17223,140,True
chr17,19347696,19348099,Nanog_256_peak_4449,512,.,10.78858,56.39125,51.20937,293,False
chr17,19480981,19481088,Nanog_256_peak_4454,218,.,13.68142,26.05701,21.85225,67,False
chr17,20499073,20499227,Nanog_256_peak_4460,657,.,23.0582,71.21458,65.71384,66,True
chr17,20888331,20888718,Nanog_256_peak_4466,207,.,13.02696,24.8986,20.74384,319,False
chr17,21078556,21078896,Nanog_256_peak_4470,185,.,11.35968,22.5948299999999,18.53711,214,False
chr17,21199039,21199225,Nanog_256_peak_4472,141,.,10.47646,17.98388,14.15346,75,False
chr17,21277339,21277664,Nanog_256_peak_4474,420,.,14.57097,46.95913,42.0305,155,False
chr17,21290060,21290319,Nanog_256_peak_4477,673,.,20.22974,72.89572,67.36064,116,True
chr17,21318340,21318569,Nanog_256_peak_4478,145,.,10.71511,18.43342,14.57801,90,False
chr17,21487647,21488052,Nanog_256_peak_4480,218,.,12.39874,26.01881,21.81569,235,True
chr17,21675546,21675895,Nanog_256_peak_4486,381,.,15.16931,42.96017,38.14112,128,False
chr17,21734456,21734624,Nanog_256_peak_4488,280,.,14.7859299999999,32.48397,28.02732,71,True
chr17,22066604,22066758,Nanog_256_peak_4499,173,.,11.78461,21.3855799999999,17.38531,75,True
chr17,22518508,22518948,Nanog_256_peak_4503,412,.,15.6751,46.13017,41.22182,169,False
chr17,22535504,22535701,Nanog_256_peak_4504,152,.,10.73954,19.14462,15.25397,119,False
chr17,23310478,23310694,Nanog_256_peak_4508,306,.,14.03676,35.23187,30.6745,135,True
chr17,23926725,23926882,Nanog_256_peak_4518,174,.,11.8471,21.49748,17.49204,41,False
chr17,24566960,24567097,Nanog_256_peak_4525,236,.,14.2112299999999,27.96541,23.68355,46,True
chr17,25197027,25197146,Nanog_256_peak_4531,151,.,10.88872,19.04544,15.1593299999999,49,False
chr17,25856547,25856759,Nanog_256_peak_4535,158,.,10.8675,19.78577,15.86411,71,False
chr17,26271174,26271282,Nanog_256_peak_4540,146,.,10.81532,18.45958,14.60333,42,False
chr17,26416087,26416318,Nanog_256_peak_4542,159,.,11.35248,19.90991,15.98165,67,True
chr17,27185271,27185666,Nanog_256_peak_4547,155,.,10.68559,19.4762,15.56946,248,True
chr17,27285845,27286371,Nanog_256_peak_4551,204,.,10.52239,24.59161,20.44941,199,False
chr17,27723212,27723417,Nanog_256_peak_4558,172,.,11.16938,21.2372899999999,17.24439,130,False
chr17,28341401,28341531,Nanog_256_peak_4564,161,.,11.2834,20.1062899999999,16.16792,59,False
chr17,28862511,28862696,Nanog_256_peak_4569,299,.,15.19836,34.49174,29.96077,120,False
chr17,30360627,30360898,Nanog_256_peak_4598,331,.,14.71897,37.82075,33.16925,133,True
chr17,30984157,30984418,Nanog_256_peak_4610,147,.,10.44798,18.6409,14.77495,50,False
chr17,31138511,31138695,Nanog_256_peak_4613,375,.,18.20081,42.33248,37.53476,62,False
chr17,31226061,31226318,Nanog_256_peak_4615,230,.,11.71673,27.28153,23.02913,129,True
chr17,31656297,31656433,Nanog_256_peak_4617,224,.,11.3766699999999,26.6898,22.46003,85,False
chr17,32046293,32046506,Nanog_256_peak_4620,142,.,10.5057,18.03841,14.2052299999999,90,True
chr17,33837203,33837317,Nanog_256_peak_4641,187,.,12.5809,22.84798,18.77915,60,False
chr17,34030254,34030527,Nanog_256_peak_4645,277,.,15.3435899999999,32.17112,27.72458,29,False
chr17,35174646,35174921,Nanog_256_peak_4654,361,.,15.22889,40.87447,36.12086,186,True
chr17,36396018,36396260,Nanog_256_peak_4663,485,.,18.51334,53.67489,48.56119,76,False
