,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,FitCUT&RUN specific,contain sox19b motif
2014,chr12,26885244,26885879,Sox19b_dome_peak_5018,927,.,18.352729999999998,96.75005,92.76437,425,True,True
2015,chr12,27005900,27006067,Sox19b_dome_peak_5021,274,.,15.07905,30.551309999999997,27.426640000000003,71,True,False
2016,chr12,27009722,27009902,Sox19b_dome_peak_5022,153,.,10.19328,18.20634,15.35466,46,True,False
2017,chr12,27030944,27031106,Sox19b_dome_peak_5023,417,.,18.97038,45.091409999999996,41.72733,78,True,False
2018,chr12,27120596,27120756,Sox19b_dome_peak_5027,246,.,13.397310000000001,27.689190000000004,24.62012,35,True,True
2019,chr12,27146181,27146451,Sox19b_dome_peak_5030,241,.,13.45938,27.21838,24.158720000000002,112,True,False
2020,chr12,27152108,27152544,Sox19b_dome_peak_5031,1486,.,30.867729999999998,153.21611000000001,148.63098,175,False,False
2021,chr12,27311305,27311441,Sox19b_dome_peak_5037,253,.,15.09424,28.42871,25.34477,55,True,True
2022,chr12,27509202,27509333,Sox19b_dome_peak_5039,387,.,18.89762,42.11752,38.79848,75,True,False
2023,chr12,27526690,27527026,Sox19b_dome_peak_5041,695,.,25.74502,73.22756,69.50218000000001,170,True,True
2024,chr12,27535378,27535704,Sox19b_dome_peak_5042,1403,.,21.94828,144.84163,140.34975,206,True,False
2025,chr12,27545794,27546161,Sox19b_dome_peak_5046,2542,.,28.806790000000003,259.98575,254.2049,232,True,True
2026,chr12,27553085,27553784,Sox19b_dome_peak_5049,1740,.,22.1627,178.9127,174.03999,216,False,True
2027,chr12,27768467,27768668,Sox19b_dome_peak_5050,175,.,11.71058,20.44914,17.539260000000002,107,True,False
2028,chr12,28087636,28087909,Sox19b_dome_peak_5055,202,.,12.35823,23.260460000000002,20.28547,216,True,True
2029,chr12,28225756,28226003,Sox19b_dome_peak_5056,216,.,13.130120000000002,24.624979999999997,21.61966,160,True,False
2030,chr12,28232185,28232447,Sox19b_dome_peak_5057,203,.,12.388580000000001,23.31318,20.3371,97,True,True
2031,chr12,28394453,28394767,Sox19b_dome_peak_5059,328,.,16.90908,36.083420000000004,32.86018,87,True,False
2032,chr12,28442138,28442541,Sox19b_dome_peak_5061,620,.,22.45139,65.72113,62.083290000000005,193,True,True
2033,chr12,28466850,28467171,Sox19b_dome_peak_5063,200,.,12.23832,23.05274,20.082420000000003,173,True,False
2034,chr12,28566177,28566560,Sox19b_dome_peak_5064,430,.,17.12595,46.48085,43.096090000000004,255,True,False
2035,chr12,28580391,28580609,Sox19b_dome_peak_5067,740,.,28.9366,77.78011,74.00285,97,True,True
2036,chr12,28634388,28634747,Sox19b_dome_peak_5068,342,.,16.1993,37.54156,34.29377,118,True,True
2037,chr12,28782131,28782340,Sox19b_dome_peak_5071,204,.,12.88567,23.43216,20.45335,126,True,True
2038,chr12,28847063,28847186,Sox19b_dome_peak_5075,221,.,13.20549,25.2112,22.19323,54,True,True
2039,chr12,28886726,28887016,Sox19b_dome_peak_5077,811,.,23.60791,84.9895,81.13244,132,True,False
2040,chr12,28999457,28999780,Sox19b_dome_peak_5083,172,.,10.505460000000001,20.131529999999998,17.23009,142,True,False
2041,chr12,28999958,29000086,Sox19b_dome_peak_5084,298,.,15.13385,33.06883,29.897990000000004,59,True,True
2042,chr12,29019119,29019424,Sox19b_dome_peak_5085,251,.,13.69095,28.18283,25.10389,54,True,True
2043,chr12,29031376,29031831,Sox19b_dome_peak_5086,1172,.,23.58534,121.52556000000001,117.27705,297,True,True
2044,chr12,29234663,29234841,Sox19b_dome_peak_5097,389,.,16.84449,42.22437,38.90358,106,True,False
2045,chr12,29244787,29244989,Sox19b_dome_peak_5099,158,.,10.5155,18.75691,15.88981,77,True,True
2046,chr12,29276446,29276559,Sox19b_dome_peak_5101,185,.,12.15494,21.44745,18.51373,44,True,True
2047,chr12,29325574,29325833,Sox19b_dome_peak_5102,535,.,24.61024,57.04498,53.5139,175,True,True
2048,chr12,29406269,29406614,Sox19b_dome_peak_5104,308,.,15.72831,34.07104,30.88288,134,True,True
2049,chr12,29590855,29591172,Sox19b_dome_peak_5106,472,.,21.3912,50.70081,47.25553,159,True,True
2050,chr12,29844927,29845166,Sox19b_dome_peak_5111,272,.,15.573260000000001,30.41948,27.297459999999997,143,True,True
2051,chr12,29979856,29980047,Sox19b_dome_peak_5119,202,.,12.03301,23.19441,20.22097,49,True,False
2052,chr12,30033987,30034217,Sox19b_dome_peak_5123,577,.,23.39244,61.324569999999994,57.739830000000005,87,True,False
2053,chr12,30101285,30101482,Sox19b_dome_peak_5125,264,.,15.33865,29.554370000000002,26.44858,65,True,True
2054,chr12,30342999,30343409,Sox19b_dome_peak_5128,440,.,19.04349,47.478590000000004,44.07922,209,True,False
2055,chr12,30418452,30418584,Sox19b_dome_peak_5130,155,.,10.7816,18.38871,15.53204,40,True,False
2056,chr12,30491553,30491876,Sox19b_dome_peak_5132,234,.,13.669139999999999,26.510279999999998,23.46542,231,True,False
2057,chr12,30527897,30528078,Sox19b_dome_peak_5133,555,.,25.76912,59.13833,55.580490000000005,52,True,False
2058,chr12,30731163,30731358,Sox19b_dome_peak_5135,155,.,10.519639999999999,18.380329999999997,15.5241,71,True,True
2059,chr12,30743751,30744105,Sox19b_dome_peak_5136,208,.,12.700439999999999,23.8591,20.87027,94,True,False
2060,chr12,30753763,30753949,Sox19b_dome_peak_5137,188,.,12.173110000000001,21.762529999999998,18.82179,70,True,True
2061,chr12,30789864,30790293,Sox19b_dome_peak_5141,232,.,12.93753,26.3401,23.298579999999998,101,True,False
2062,chr12,30848858,30849147,Sox19b_dome_peak_5142,888,.,30.507920000000002,92.78577,88.84375,199,True,False
2063,chr12,30972728,30973050,Sox19b_dome_peak_5143,169,.,11.33726,19.880979999999997,16.98554,170,True,True
2064,chr12,31005400,31005673,Sox19b_dome_peak_5145,1090,.,26.65665,113.2251,109.0603,109,False,False
2065,chr12,31005971,31006257,Sox19b_dome_peak_5146,266,.,10.43073,29.79577,26.685209999999998,106,True,True
2066,chr12,31035396,31035711,Sox19b_dome_peak_5148,164,.,11.198830000000001,19.38095,16.49796,121,True,True
2067,chr12,31051757,31052010,Sox19b_dome_peak_5149,288,.,15.92479,32.0394,28.887159999999998,125,True,False
2068,chr12,31062909,31063077,Sox19b_dome_peak_5150,406,.,20.315820000000002,43.952659999999995,40.60542,84,True,True
2069,chr12,31074252,31074502,Sox19b_dome_peak_5151,328,.,16.90908,36.083420000000004,32.86018,185,True,False
2070,chr12,31095624,31095804,Sox19b_dome_peak_5152,410,.,15.57255,44.44262,41.087990000000005,73,True,False
2071,chr12,31098718,31098943,Sox19b_dome_peak_5153,433,.,16.01098,46.75625,43.36724,77,False,True
2072,chr12,31141981,31142194,Sox19b_dome_peak_5156,208,.,12.90799,23.81502,20.827,103,True,False
2073,chr12,31284910,31285197,Sox19b_dome_peak_5163,214,.,13.0284,24.4421,21.44077,151,True,True
2074,chr12,31398468,31398805,Sox19b_dome_peak_5166,2330,.,34.89712,238.60805,233.064,190,False,True
2075,chr12,31404996,31405330,Sox19b_dome_peak_5167,312,.,15.572920000000002,34.45828,31.26325,149,True,False
2076,chr12,31451265,31451495,Sox19b_dome_peak_5169,155,.,10.79146,18.435660000000002,15.577029999999999,137,True,False
2077,chr12,31460751,31461025,Sox19b_dome_peak_5170,528,.,21.9167,56.32425,52.80256,54,True,True
2078,chr12,31486821,31487198,Sox19b_dome_peak_5173,297,.,13.13354,32.96788,29.7987,164,True,True
2079,chr12,31491598,31491827,Sox19b_dome_peak_5175,198,.,10.17928,22.838829999999998,19.87315,166,True,False
2080,chr12,31614558,31614725,Sox19b_dome_peak_5178,653,.,27.8798,69.01546,65.33870999999999,61,True,False
2081,chr12,31639279,31639591,Sox19b_dome_peak_5179,345,.,15.11134,37.79705,34.54501,139,True,False
2082,chr12,31640362,31640578,Sox19b_dome_peak_5180,317,.,14.29451,34.99343,31.78935,96,True,False
2083,chr12,31652425,31652599,Sox19b_dome_peak_5181,292,.,14.7619,32.44361,29.28373,96,True,False
2084,chr12,31659159,31659485,Sox19b_dome_peak_5183,330,.,13.848310000000001,36.277159999999995,33.0507,92,True,False
2085,chr12,31672837,31672978,Sox19b_dome_peak_5184,201,.,11.03582,23.16329,20.190279999999998,73,True,True
2086,chr12,31673307,31673521,Sox19b_dome_peak_5185,189,.,10.633469999999999,21.932010000000002,18.987070000000003,98,True,False
2087,chr12,31682225,31682460,Sox19b_dome_peak_5186,269,.,14.124929999999999,30.11283,26.99653,100,True,True
2088,chr12,31739210,31739588,Sox19b_dome_peak_5192,1293,.,30.090529999999998,133.72124,129.34842,203,False,True
2089,chr12,31761930,31762119,Sox19b_dome_peak_5193,267,.,13.94919,29.818,26.70682,82,True,False
2090,chr12,31778217,31778374,Sox19b_dome_peak_5197,326,.,16.79091,35.88019,32.660790000000006,67,True,False
2091,chr12,31805139,31805343,Sox19b_dome_peak_5198,148,.,10.15351,17.73688,14.89734,35,True,False
2092,chr12,31806925,31807069,Sox19b_dome_peak_5199,151,.,10.30725,18.00529,15.15865,66,True,False
2093,chr12,31909013,31909282,Sox19b_dome_peak_5202,497,.,22.86733,53.244640000000004,49.76437,98,True,True
2094,chr12,32066507,32066779,Sox19b_dome_peak_5204,157,.,10.79017,18.5771,15.71442,57,True,True
2095,chr12,32078690,32078949,Sox19b_dome_peak_5205,185,.,12.03757,21.50209,18.56714,170,True,True
2096,chr12,32119430,32119661,Sox19b_dome_peak_5206,234,.,13.93671,26.519240000000003,23.474120000000003,66,True,False
2097,chr12,32172871,32173068,Sox19b_dome_peak_5211,168,.,10.55464,19.72039,16.829320000000003,88,True,False
2098,chr12,32173410,32173574,Sox19b_dome_peak_5212,264,.,14.155479999999999,29.556340000000002,26.45038,82,True,True
2099,chr12,32431628,32431733,Sox19b_dome_peak_5213,172,.,11.56228,20.13907,17.23669,56,True,True
2100,chr12,32463499,32463708,Sox19b_dome_peak_5215,251,.,10.90223,28.27735,25.19661,93,True,True
2101,chr12,32464509,32464780,Sox19b_dome_peak_5216,653,.,20.44,68.98363,65.30717,144,True,True
2102,chr12,32664389,32664536,Sox19b_dome_peak_5228,155,.,10.81395,18.45669,15.597520000000001,96,True,True
2103,chr12,32850343,32850537,Sox19b_dome_peak_5233,155,.,10.7816,18.38871,15.53204,98,True,True
2104,chr12,32865509,32865760,Sox19b_dome_peak_5234,503,.,22.36121,53.888130000000004,50.39911,85,True,True
2105,chr12,32896376,32896658,Sox19b_dome_peak_5237,380,.,18.47032,41.38536,38.07765,149,True,True
2106,chr12,33011334,33011507,Sox19b_dome_peak_5242,213,.,13.337470000000001,24.32936,21.33067,95,True,True
2107,chr12,33083546,33083833,Sox19b_dome_peak_5244,720,.,28.83523,75.81201999999999,72.05698000000001,193,False,True
2108,chr12,33096096,33096299,Sox19b_dome_peak_5245,579,.,25.89344,61.55706,57.96961999999999,127,True,True
2109,chr12,33153693,33153920,Sox19b_dome_peak_5248,235,.,13.97356,26.5865,23.53998,67,True,False
2110,chr12,33251972,33252145,Sox19b_dome_peak_5249,139,.,10.02064,16.76214,13.94841,99,True,False
2111,chr12,33384838,33385010,Sox19b_dome_peak_5256,1374,.,41.13228,141.89772,137.43735,78,True,True
2112,chr12,33391883,33392112,Sox19b_dome_peak_5257,311,.,15.47584,34.29488,31.10262,136,True,False
2113,chr12,33416141,33416295,Sox19b_dome_peak_5259,144,.,10.27807,17.26309,14.43644,85,True,True
2114,chr12,33517550,33517822,Sox19b_dome_peak_5265,140,.,10.00347,16.8419,14.02619,165,True,True
2115,chr12,33532588,33532703,Sox19b_dome_peak_5266,139,.,10.02064,16.76214,13.94841,44,True,False
2116,chr12,33659325,33659495,Sox19b_dome_peak_5270,340,.,18.46761,37.28459,34.04099,67,True,False
2117,chr12,33716736,33716957,Sox19b_dome_peak_5271,538,.,24.35847,57.33961,53.80486,156,True,True
2118,chr12,33741168,33741491,Sox19b_dome_peak_5272,203,.,12.63642,23.31769,20.34136,48,True,True
2119,chr12,33772275,33772610,Sox19b_dome_peak_5273,336,.,16.2049,36.86267,33.62664,102,True,False
2120,chr12,33914796,33914966,Sox19b_dome_peak_5277,168,.,10.29117,19.77645,16.88368,69,True,True
2121,chr12,33916687,33916905,Sox19b_dome_peak_5278,220,.,12.15225,25.02753,22.01377,74,True,False
2122,chr12,33925571,33925784,Sox19b_dome_peak_5279,327,.,17.506829999999997,35.9598,32.7388,78,True,True
2123,chr12,33988568,33988758,Sox19b_dome_peak_5280,141,.,10.1234,16.93176,14.11385,107,True,True
2124,chr12,34137346,34137563,Sox19b_dome_peak_5283,261,.,15.17021,29.233759999999997,26.13446,168,True,True
2125,chr12,34219172,34219374,Sox19b_dome_peak_5285,211,.,13.336929999999999,24.16504,21.16978,56,True,False
2126,chr12,34255963,34256310,Sox19b_dome_peak_5286,934,.,28.68655,97.43863,93.44598,221,True,False
2127,chr12,34274252,34274436,Sox19b_dome_peak_5287,213,.,13.337470000000001,24.32936,21.33067,114,True,False
2128,chr12,34468674,34468888,Sox19b_dome_peak_5291,343,.,16.64724,37.60836,34.35944,114,True,False
2129,chr12,34564604,34564864,Sox19b_dome_peak_5294,194,.,12.32883,22.375870000000003,19.42052,153,True,False
2130,chr12,34574908,34575072,Sox19b_dome_peak_5296,254,.,14.55141,28.56421,25.47738,104,True,False
2131,chr12,34583454,34583615,Sox19b_dome_peak_5297,195,.,12.56209,22.52968,19.57072,72,True,True
2132,chr12,34608202,34608385,Sox19b_dome_peak_5298,207,.,13.03283,23.720029999999998,20.73428,83,True,True
2133,chr12,34618847,34619133,Sox19b_dome_peak_5299,231,.,13.186960000000001,26.20308,23.164260000000002,93,True,True
2134,chr12,34658135,34658418,Sox19b_dome_peak_5302,355,.,17.37698,38.842420000000004,35.57397,152,True,False
2135,chr12,34686281,34686677,Sox19b_dome_peak_5305,543,.,20.41273,57.8711,54.329319999999996,275,True,True
2136,chr12,34731122,34731513,Sox19b_dome_peak_5316,500,.,12.49504,53.567840000000004,50.08332,178,True,False
2137,chr12,34737556,34737885,Sox19b_dome_peak_5318,388,.,12.96146,42.20525,38.88479,107,True,False
2138,chr12,34762362,34762787,Sox19b_dome_peak_5321,810,.,23.57702,84.92907,81.07256,164,True,False
2139,chr12,34827474,34827788,Sox19b_dome_peak_5322,153,.,10.61145,18.23686,15.3844,120,True,False
2140,chr12,34885971,34886168,Sox19b_dome_peak_5323,224,.,12.403189999999999,25.446270000000002,22.42306,53,True,False
2141,chr12,35026709,35027122,Sox19b_dome_peak_5330,322,.,15.77834,35.46785,32.25555,342,True,False
2142,chr12,35042372,35042499,Sox19b_dome_peak_5331,199,.,12.74723,22.90629,19.938879999999997,34,True,True
2143,chr12,35105592,35105865,Sox19b_dome_peak_5333,185,.,11.81812,21.445529999999998,18.5119,166,True,False
2144,chr12,35215713,35216007,Sox19b_dome_peak_5336,859,.,26.142529999999997,89.82669,85.91694,182,True,True
2145,chr12,35223119,35223478,Sox19b_dome_peak_5338,465,.,17.8033,50.01265,46.57737,116,True,True
2146,chr12,35246084,35246403,Sox19b_dome_peak_5339,485,.,20.817629999999998,52.047470000000004,48.58344,123,True,True
2147,chr12,35263243,35263561,Sox19b_dome_peak_5340,741,.,28.997870000000002,77.8848,74.10641,86,True,False
2148,chr12,35505601,35505788,Sox19b_dome_peak_5346,183,.,11.90502,21.25048,18.321720000000003,114,True,True
2149,chr12,35556802,35557053,Sox19b_dome_peak_5349,253,.,14.72551,28.40383,25.32047,146,True,True
2150,chr12,35596308,35596545,Sox19b_dome_peak_5352,166,.,10.439969999999999,19.5293,16.64278,153,True,True
2151,chr12,35597189,35597319,Sox19b_dome_peak_5353,252,.,13.78157,28.33554,25.25352,56,True,False
2152,chr12,35650807,35651004,Sox19b_dome_peak_5355,280,.,15.712879999999998,31.146729999999998,28.0108,65,True,False
2153,chr12,35656862,35656986,Sox19b_dome_peak_5356,157,.,10.82055,18.63556,15.7714,52,True,False
2154,chr12,35839554,35839791,Sox19b_dome_peak_5360,807,.,29.663390000000003,84.58345,80.73048,104,False,False
2155,chr12,35879174,35879546,Sox19b_dome_peak_5361,527,.,21.4163,56.29125,52.7699,300,True,False
2156,chr12,35885378,35885500,Sox19b_dome_peak_5362,170,.,10.71946,19.99587,17.09797,37,True,False
2157,chr12,35887461,35887790,Sox19b_dome_peak_5363,273,.,14.6676,30.422320000000003,27.300179999999997,118,True,True
2158,chr12,35958151,35958352,Sox19b_dome_peak_5365,313,.,16.72342,34.55892,31.362140000000004,99,True,True
2159,chr12,36132320,36132463,Sox19b_dome_peak_5368,232,.,14.04384,26.321009999999998,23.27996,98,True,False
2160,chr12,36222112,36222287,Sox19b_dome_peak_5371,498,.,22.47632,53.31766,49.83633,104,True,True
2161,chr12,36404476,36404712,Sox19b_dome_peak_5373,139,.,10.02064,16.76214,13.94841,147,True,False
2162,chr12,36427874,36428057,Sox19b_dome_peak_5374,221,.,13.64088,25.20775,22.19005,106,True,True
2163,chr12,36702928,36703241,Sox19b_dome_peak_5383,1142,.,32.91342,118.43906000000001,114.22048999999998,153,False,True
2164,chr12,36733722,36733859,Sox19b_dome_peak_5385,304,.,16.49523,33.5948,30.414990000000003,81,True,True
2165,chr12,36817140,36817237,Sox19b_dome_peak_5388,177,.,11.34804,20.61489,17.701,76,True,True
2166,chr12,36833127,36833301,Sox19b_dome_peak_5390,181,.,12.00312,21.097820000000002,18.17272,100,True,False
2167,chr12,36858802,36858928,Sox19b_dome_peak_5391,155,.,10.79146,18.435660000000002,15.577029999999999,54,True,False
2168,chr12,36982591,36982755,Sox19b_dome_peak_5395,231,.,13.469220000000002,26.161739999999998,23.12389,67,True,True
2169,chr12,36996299,36996539,Sox19b_dome_peak_5399,220,.,12.500810000000001,25.04644,22.03238,104,True,False
2170,chr12,37066312,37066623,Sox19b_dome_peak_5402,289,.,15.659020000000002,32.12321,28.9692,146,True,False
2171,chr12,37167573,37167994,Sox19b_dome_peak_5403,339,.,15.9775,37.16742,33.92584,347,True,False
2172,chr12,37233543,37234044,Sox19b_dome_peak_5405,1118,.,28.965759999999996,116.00743,111.8134,116,True,True
2173,chr12,37241616,37242209,Sox19b_dome_peak_5406,1860,.,26.071920000000002,191.05836000000002,186.05482,385,True,True
2174,chr12,37446954,37447254,Sox19b_dome_peak_5413,374,.,11.13776,40.75565,37.45746,81,True,False
2175,chr12,37449080,37449265,Sox19b_dome_peak_5414,616,.,15.327279999999998,65.24991999999999,61.61756,140,True,False
2176,chr12,37686858,37687067,Sox19b_dome_peak_5422,180,.,11.77535,21.00715,18.084229999999998,109,True,True
2177,chr12,38125812,38125968,Sox19b_dome_peak_5426,186,.,12.2323,21.629360000000002,18.69156,85,True,True
2178,chr12,38370580,38370745,Sox19b_dome_peak_5430,280,.,16.00555,31.23643,28.0988,107,True,True
2179,chr12,38453240,38453395,Sox19b_dome_peak_5432,220,.,13.56386,25.05745,22.04317,54,True,False
2180,chr12,38462063,38462337,Sox19b_dome_peak_5433,382,.,19.30445,41.52124,38.21123,174,True,False
2181,chr12,38503336,38503550,Sox19b_dome_peak_5435,262,.,15.00585,29.37769,26.27532,104,True,False
2182,chr12,38537022,38537221,Sox19b_dome_peak_5437,267,.,14.689,29.878259999999997,26.76602,106,True,False
2183,chr12,38745899,38746042,Sox19b_dome_peak_5443,152,.,10.6541,18.124010000000002,15.27447,80,True,False
2184,chr12,38765409,38765672,Sox19b_dome_peak_5445,549,.,23.64406,58.450630000000004,54.90156999999999,126,True,False
2185,chr12,38815498,38815763,Sox19b_dome_peak_5447,191,.,12.4425,22.11629,19.16685,188,True,False
2186,chr12,38883548,38883842,Sox19b_dome_peak_5450,311,.,16.925629999999998,34.36998,31.17645,161,True,False
2187,chr12,39064334,39064462,Sox19b_dome_peak_5452,141,.,10.153960000000001,16.99652,14.176870000000001,66,True,False
2188,chr12,39200959,39201258,Sox19b_dome_peak_5456,544,.,23.84883,58.002680000000005,54.45907,190,True,True
2189,chr12,39259008,39259162,Sox19b_dome_peak_5457,477,.,22.89568,51.184020000000004,47.73195,83,True,True
2190,chr12,39434697,39434881,Sox19b_dome_peak_5460,223,.,13.87473,25.41052,22.38811,97,True,False
2191,chr12,39744135,39744579,Sox19b_dome_peak_5463,236,.,13.771329999999999,26.6895,23.641,161,True,False
2192,chr12,40224536,40224798,Sox19b_dome_peak_5466,279,.,15.917179999999998,31.06761,27.93328,126,True,True
2193,chr12,40380507,40380813,Sox19b_dome_peak_5469,1044,.,31.47133,108.54821000000001,104.43312,113,True,False
2194,chr12,41164387,41164618,Sox19b_dome_peak_5479,555,.,24.93843,59.113369999999996,55.5559,83,True,True
2195,chr12,41184044,41184409,Sox19b_dome_peak_5480,984,.,30.39935,102.54465,98.49534,182,True,False
2196,chr12,41432750,41433010,Sox19b_dome_peak_5484,631,.,18.51853,66.84389,63.192719999999994,195,True,False
2197,chr12,41437269,41437570,Sox19b_dome_peak_5485,481,.,15.36035,51.558890000000005,48.10159,95,True,True
2198,chr12,41455813,41456108,Sox19b_dome_peak_5486,301,.,15.64794,33.30296,30.128220000000002,101,True,False
2199,chr12,41625266,41625394,Sox19b_dome_peak_5489,172,.,11.56228,20.13907,17.23669,58,True,False
2200,chr12,41766304,41766431,Sox19b_dome_peak_5492,139,.,10.0024,16.71835,13.907470000000002,59,True,True
2201,chr12,42161169,42161424,Sox19b_dome_peak_5497,471,.,22.54723,50.556,47.112759999999994,115,True,True
2202,chr12,42344706,42344870,Sox19b_dome_peak_5499,338,.,13.14681,37.05384,33.81431,85,True,True
2203,chr12,42345072,42345387,Sox19b_dome_peak_5500,714,.,21.862820000000003,75.242,71.49391,197,True,False
2204,chr12,42365117,42365240,Sox19b_dome_peak_5503,158,.,10.85109,18.69455,15.82889,72,True,True
2205,chr12,42378377,42378532,Sox19b_dome_peak_5504,266,.,15.20369,29.737370000000002,26.62789,85,True,False
2206,chr12,42400114,42400317,Sox19b_dome_peak_5505,185,.,12.03757,21.50209,18.56714,109,True,False
2207,chr12,42406898,42407112,Sox19b_dome_peak_5506,259,.,14.499089999999999,28.99577,25.90101,72,True,False
2208,chr12,42414657,42415047,Sox19b_dome_peak_5507,538,.,22.043429999999997,57.36042,53.82528000000001,271,True,False
2209,chr12,42425581,42425946,Sox19b_dome_peak_5508,235,.,12.7675,26.634809999999998,23.58728,190,True,False
2210,chr12,42433595,42433933,Sox19b_dome_peak_5509,1766,.,34.246520000000004,181.58286999999999,176.68152,220,False,True
2211,chr12,42519794,42520066,Sox19b_dome_peak_5513,263,.,14.78461,29.49291,26.388279999999998,134,True,False
2212,chr12,42533641,42534316,Sox19b_dome_peak_5515,794,.,18.378020000000003,83.30564,79.46732,176,False,True
2213,chr12,42543740,42543847,Sox19b_dome_peak_5516,160,.,10.36854,18.941229999999997,16.069470000000003,69,True,False
2214,chr12,42546321,42546521,Sox19b_dome_peak_5518,271,.,14.568779999999999,30.25468,27.13598,130,True,False
2215,chr12,42558657,42559103,Sox19b_dome_peak_5520,439,.,18.54018,47.39141,43.99324,161,True,False
2216,chr12,42635135,42635363,Sox19b_dome_peak_5521,165,.,11.25292,19.41558,16.53206,81,True,True
2217,chr12,42758371,42758516,Sox19b_dome_peak_5523,236,.,14.37546,26.698590000000003,23.64994,78,True,False
2218,chr12,42810081,42810251,Sox19b_dome_peak_5524,276,.,15.74334,30.738290000000003,27.61005,82,True,True
2219,chr12,42869548,42869985,Sox19b_dome_peak_5527,164,.,10.350019999999999,19.37966,16.49677,123,True,False
2220,chr12,42927782,42928353,Sox19b_dome_peak_5533,507,.,16.67875,54.213159999999995,50.71965,402,True,False
2221,chr12,43009566,43009849,Sox19b_dome_peak_5534,273,.,15.3123,30.425209999999996,27.3029,140,True,False
2222,chr12,43185695,43185849,Sox19b_dome_peak_5537,189,.,12.333089999999999,21.87045,18.92679,96,True,True
2223,chr12,43249951,43250255,Sox19b_dome_peak_5540,208,.,12.90799,23.81502,20.827,119,True,True
2224,chr12,43350563,43350829,Sox19b_dome_peak_5541,140,.,10.00347,16.8419,14.02619,117,True,False
2225,chr12,43398443,43398812,Sox19b_dome_peak_5542,266,.,15.243879999999999,29.8109,26.69994,53,True,False
2226,chr12,43442579,43442835,Sox19b_dome_peak_5547,204,.,12.88567,23.43216,20.45335,135,True,True
2227,chr12,43607864,43608067,Sox19b_dome_peak_5548,164,.,11.198830000000001,19.38095,16.49796,137,True,True
2228,chr12,43625471,43625621,Sox19b_dome_peak_5550,397,.,19.808239999999998,43.04525,39.71185,86,True,False
2229,chr12,43632734,43633047,Sox19b_dome_peak_5551,546,.,19.64249,58.164730000000006,54.619,219,True,False
2230,chr12,43639918,43640146,Sox19b_dome_peak_5553,203,.,11.82611,23.37208,20.394560000000002,82,False,False
2231,chr12,43644652,43644849,Sox19b_dome_peak_5554,163,.,10.23974,19.19651,16.318189999999998,107,True,True
2232,chr12,43658139,43658355,Sox19b_dome_peak_5555,1318,.,37.979620000000004,136.27423000000002,131.87366,91,True,True
2233,chr12,43664693,43664877,Sox19b_dome_peak_5556,210,.,12.51746,24.01826,21.02596,104,False,False
2234,chr12,43686648,43686845,Sox19b_dome_peak_5559,218,.,12.054689999999999,24.86482,21.85472,148,True,False
2235,chr12,43688065,43688225,Sox19b_dome_peak_5560,438,.,19.36523,47.25991,43.86367,70,True,True
2236,chr12,44210503,44210779,Sox19b_dome_peak_5563,293,.,16.44421,32.50166,29.340940000000003,127,True,True
2237,chr12,44677896,44678037,Sox19b_dome_peak_5568,155,.,10.79146,18.435660000000002,15.577029999999999,70,True,False
2238,chr12,44730465,44730711,Sox19b_dome_peak_5570,547,.,15.310920000000001,58.307159999999996,54.7598,134,True,False
2239,chr12,44734986,44735221,Sox19b_dome_peak_5571,1050,.,24.36337,109.15167,105.02993000000001,118,True,True
2240,chr12,44777166,44777478,Sox19b_dome_peak_5573,191,.,11.38503,22.10687,19.157629999999997,108,True,True
2241,chr12,44788963,44789074,Sox19b_dome_peak_5574,216,.,13.375079999999999,24.69321,21.686329999999998,49,True,False
2242,chr12,44799886,44800243,Sox19b_dome_peak_5575,669,.,27.381909999999998,70.69256,66.99682,262,True,False
2243,chr12,44810806,44810960,Sox19b_dome_peak_5576,141,.,10.1234,16.93176,14.11385,58,True,True
2244,chr12,44821326,44821443,Sox19b_dome_peak_5577,401,.,19.27506,43.45284,40.113209999999995,77,True,False
2245,chr12,44834518,44834715,Sox19b_dome_peak_5579,503,.,22.311770000000003,53.80365,50.31589,131,True,False
2246,chr12,45068482,45068621,Sox19b_dome_peak_5582,187,.,12.25581,21.71681,18.77691,46,True,False
2247,chr12,45539812,45539907,Sox19b_dome_peak_5587,155,.,10.79146,18.435660000000002,15.577029999999999,39,True,True
2248,chr12,45685049,45685210,Sox19b_dome_peak_5588,139,.,10.02064,16.76214,13.94841,75,True,True
2249,chr12,45979633,45979837,Sox19b_dome_peak_5593,172,.,11.5696,20.14705,17.24437,62,True,True
2250,chr12,46032952,46033166,Sox19b_dome_peak_5595,270,.,15.81301,30.179009999999998,27.06158,142,True,False
2251,chr12,46543375,46543554,Sox19b_dome_peak_5597,249,.,14.75366,28.047890000000002,24.97191,116,True,False
2252,chr12,46658967,46659071,Sox19b_dome_peak_5601,139,.,10.02064,16.76214,13.94841,64,True,False
2253,chr12,46766390,46766583,Sox19b_dome_peak_5603,141,.,10.08747,17.00175,14.18188,147,True,True
2254,chr12,46771611,46771868,Sox19b_dome_peak_5604,363,.,18.20722,39.59802,36.317640000000004,168,True,False
2255,chr12,46961084,46961225,Sox19b_dome_peak_5606,216,.,13.545810000000001,24.63622,21.63064,60,True,True
2256,chr12,47660467,47660805,Sox19b_dome_peak_5608,1718,.,32.65206,176.65372,171.80424,163,False,False
