,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain nanog motif
526,chr14,24572828,24572997,Nanog_256_peak_2917,234,.,14.56735,27.691840000000003,23.42234,131,True
527,chr14,24836393,24836709,Nanog_256_peak_2921,260,.,12.8171,30.44606,26.06354,137,True
528,chr14,24935944,24936151,Nanog_256_peak_2924,191,.,10.76213,23.2705,19.18489,80,False
529,chr14,25628482,25628623,Nanog_256_peak_2934,144,.,10.62435,18.2612,14.41634,80,False
530,chr14,25757245,25757436,Nanog_256_peak_2935,218,.,13.9052,26.056729999999998,21.852,125,True
531,chr14,26324977,26325259,Nanog_256_peak_2944,213,.,12.47851,25.572029999999998,21.386779999999998,60,True
532,chr14,28835144,28835317,Nanog_256_peak_2970,159,.,10.92062,19.87657,15.95021,97,False
533,chr14,30542638,30543017,Nanog_256_peak_2988,669,.,11.12065,72.43798000000001,66.91006,145,False
534,chr14,30586854,30587047,Nanog_256_peak_2990,171,.,10.79776,21.12995,17.14264,85,True
535,chr14,30797678,30797936,Nanog_256_peak_2993,165,.,10.406839999999999,20.48163,16.525489999999998,178,False
536,chr14,30807285,30807549,Nanog_256_peak_2994,200,.,12.31669,24.19436,20.06664,192,False
537,chr14,30945293,30945513,Nanog_256_peak_2998,190,.,11.65335,23.08381,19.0057,151,False
538,chr14,30958109,30958372,Nanog_256_peak_2999,213,.,10.05904,25.49946,21.31745,138,False
539,chr14,30960189,30960412,Nanog_256_peak_3000,235,.,10.659239999999999,27.81992,23.54557,163,False
540,chr14,32009539,32009862,Nanog_256_peak_3016,307,.,11.010869999999999,35.35998,30.797659999999997,132,False
541,chr14,32062154,32062470,Nanog_256_peak_3019,333,.,12.945839999999999,38.03757,33.37717,119,False
542,chr14,32066796,32066981,Nanog_256_peak_3020,274,.,11.46988,31.85768,27.42305,65,True
543,chr14,32428316,32428589,Nanog_256_peak_3026,186,.,11.727780000000001,22.68045,18.61862,209,True
544,chr14,32486184,32486346,Nanog_256_peak_3027,232,.,13.63609,27.5175,23.25496,64,False
545,chr14,32745515,32745960,Nanog_256_peak_3030,719,.,12.40921,77.51788,71.90088,275,False
546,chr14,32899933,32900283,Nanog_256_peak_3039,258,.,11.6235,30.242240000000002,25.86794,181,False
547,chr14,32966274,32966745,Nanog_256_peak_3040,362,.,15.32571,41.04712,36.286120000000004,76,True
548,chr14,33327622,33327909,Nanog_256_peak_3043,189,.,10.61271,23.01664,18.941229999999997,138,True
549,chr14,33519693,33519832,Nanog_256_peak_3048,258,.,14.87132,30.19197,25.81939,59,False
550,chr14,33904963,33905228,Nanog_256_peak_3052,182,.,11.78222,22.27102,18.22844,121,False
551,chr14,33980845,33981135,Nanog_256_peak_3055,169,.,10.3392,20.89821,16.92305,97,True
552,chr14,34490729,34491020,Nanog_256_peak_3062,315,.,10.02352,36.14062,31.551140000000004,215,False
553,chr14,34737324,34737444,Nanog_256_peak_3065,180,.,12.33549,22.079060000000002,18.0458,48,True
554,chr14,34787062,34787198,Nanog_256_peak_3067,199,.,12.52251,24.02691,19.90596,52,True
555,chr14,34933715,34933828,Nanog_256_peak_3069,203,.,13.24305,24.44179,20.30538,71,False
556,chr14,36048819,36049078,Nanog_256_peak_3079,495,.,18.64874,54.727990000000005,49.58918,100,True
557,chr14,38843553,38843888,Nanog_256_peak_3121,729,.,18.87846,78.57507,72.93729,178,False
558,chr14,39289733,39290203,Nanog_256_peak_3127,635,.,18.37441,69.04163,63.587430000000005,140,True
559,chr14,39605877,39605987,Nanog_256_peak_3128,384,.,18.76557,43.28921,38.46047,73,True
560,chr14,39660016,39660266,Nanog_256_peak_3129,337,.,17.12585,38.416990000000006,33.743829999999996,88,False
561,chr14,40759821,40760074,Nanog_256_peak_3141,134,.,10.22002,17.25714,13.464279999999999,66,True
562,chr14,40840332,40840480,Nanog_256_peak_3142,212,.,13.561570000000001,25.413,21.23461,88,True
563,chr14,41469034,41469142,Nanog_256_peak_3148,227,.,14.16845,26.94472,22.70365,49,True
564,chr14,41490220,41490432,Nanog_256_peak_3150,191,.,11.444989999999999,23.28483,19.19882,87,False
565,chr14,42159470,42159873,Nanog_256_peak_3154,261,.,12.88292,30.55965,26.17308,93,True
566,chr14,42170229,42170461,Nanog_256_peak_3155,278,.,13.540470000000001,32.34665,27.894679999999997,133,True
567,chr14,43124700,43125035,Nanog_256_peak_3165,209,.,13.1261,25.0719,20.90905,279,False
568,chr14,43876510,43876999,Nanog_256_peak_3173,220,.,12.888810000000001,26.25842,22.04505,309,False
569,chr14,44471408,44471720,Nanog_256_peak_3176,231,.,13.23035,27.409209999999998,23.151229999999998,192,False
570,chr14,46028503,46028780,Nanog_256_peak_3192,245,.,11.580689999999999,28.90435,24.58355,149,True
571,chr15,36345,36545,Nanog_256_peak_3239,175,.,11.05145,21.5513,17.543029999999998,102,True
572,chr15,465618,466206,Nanog_256_peak_3244,154,.,10.634730000000001,19.39001,15.48739,551,False
573,chr15,1373317,1373514,Nanog_256_peak_3257,191,.,12.08383,23.28034,19.19451,38,False
574,chr15,1586228,1586503,Nanog_256_peak_3258,196,.,11.41277,23.793870000000002,19.68242,178,False
575,chr15,2372958,2373140,Nanog_256_peak_3264,162,.,11.343869999999999,20.21527,16.2713,112,False
576,chr15,3029965,3030191,Nanog_256_peak_3271,322,.,16.60689,36.865140000000004,32.24749,74,True
577,chr15,3132713,3132833,Nanog_256_peak_3272,154,.,11.159989999999999,19.30285,15.40465,81,True
578,chr15,3147154,3147536,Nanog_256_peak_3273,159,.,10.661610000000001,19.899070000000002,15.97132,236,False
579,chr15,3503306,3504126,Nanog_256_peak_3276,398,.,11.41325,44.68331,39.812,152,False
580,chr15,4223100,4223736,Nanog_256_peak_3287,290,.,11.98709,33.501670000000004,29.00832,129,False
581,chr15,4909554,4909786,Nanog_256_peak_3293,223,.,13.40145,26.56796,22.342979999999997,84,False
582,chr15,5036248,5037133,Nanog_256_peak_3294,299,.,10.9023,34.49245,29.96139,815,False
583,chr15,5901534,5901639,Nanog_256_peak_3301,151,.,10.65842,19.00374,15.120070000000002,38,False
584,chr15,6000064,6000345,Nanog_256_peak_3302,391,.,17.44764,44.000890000000005,39.14969,171,False
585,chr15,6374777,6374945,Nanog_256_peak_3304,173,.,11.78461,21.385579999999997,17.38531,136,False
586,chr15,7046862,7046997,Nanog_256_peak_3308,136,.,10.38071,17.48809,13.683689999999999,70,False
587,chr15,8563728,8563961,Nanog_256_peak_3316,274,.,14.788929999999999,31.85173,27.4175,108,True
588,chr15,10237988,10238175,Nanog_256_peak_3323,240,.,13.08714,28.37357,24.07571,134,True
589,chr15,10238360,10238514,Nanog_256_peak_3324,175,.,10.72883,21.54638,17.53835,96,False
590,chr15,10374210,10374411,Nanog_256_peak_3329,214,.,13.1554,25.61958,21.43244,49,True
591,chr15,10860688,10860790,Nanog_256_peak_3333,321,.,17.6154,36.71543,32.10374,45,True
592,chr15,14042450,14042656,Nanog_256_peak_3355,268,.,13.674079999999998,31.26104,26.848340000000004,90,False
593,chr15,15000260,15000568,Nanog_256_peak_3373,270,.,14.53677,31.42788,27.0088,139,True
594,chr15,15366690,15366913,Nanog_256_peak_3376,600,.,24.82395,65.46499,60.07894,64,False
595,chr15,15479679,15479953,Nanog_256_peak_3379,149,.,10.268180000000001,18.77295,14.900820000000001,127,False
596,chr15,16070173,16070406,Nanog_256_peak_3386,282,.,13.00027,32.73202,28.266809999999996,118,True
597,chr15,16703582,16703746,Nanog_256_peak_3391,225,.,12.47103,26.73354,22.502029999999998,103,True
598,chr15,17253481,17254078,Nanog_256_peak_3398,226,.,11.1449,26.88924,22.65096,446,False
599,chr15,18017873,18018107,Nanog_256_peak_3403,140,.,10.24687,17.8996,14.073429999999998,87,False
600,chr15,18063126,18063563,Nanog_256_peak_3405,172,.,11.14418,21.1951,17.20502,371,False
601,chr15,18719063,18719295,Nanog_256_peak_3411,172,.,10.52017,21.19944,17.20919,68,True
602,chr15,18885456,18885542,Nanog_256_peak_3413,151,.,10.65842,19.00374,15.120070000000002,45,True
603,chr15,20492441,20492826,Nanog_256_peak_3436,189,.,11.262310000000001,22.980710000000002,18.90644,69,True
604,chr15,20778743,20778949,Nanog_256_peak_3440,237,.,13.95984,28.068340000000003,23.78293,83,False
605,chr15,23793278,23793526,Nanog_256_peak_3473,395,.,19.45549,44.46374,39.59855,179,False
606,chr15,23915042,23915130,Nanog_256_peak_3476,163,.,11.40499,20.3259,16.37613,37,True
607,chr15,24746743,24746966,Nanog_256_peak_3485,167,.,10.24133,20.73511,16.76764,74,False
608,chr15,25584363,25584523,Nanog_256_peak_3497,167,.,11.393989999999999,20.69514,16.72928,85,False
609,chr15,25681607,25681875,Nanog_256_peak_3498,273,.,12.12683,31.81193,27.37885,82,False
610,chr15,26908402,26908612,Nanog_256_peak_3511,323,.,17.4133,36.95642,32.33565,73,True
611,chr15,26984428,26984606,Nanog_256_peak_3513,231,.,12.90178,27.454390000000004,23.19418,88,True
612,chr15,26992050,26992289,Nanog_256_peak_3514,162,.,10.24204,20.20836,16.26525,103,True
613,chr15,27374630,27374870,Nanog_256_peak_3520,301,.,11.6049,34.6951,30.157140000000002,179,False
614,chr15,27439198,27439304,Nanog_256_peak_3521,248,.,12.84746,29.21905,24.88542,36,True
615,chr15,27709229,27709730,Nanog_256_peak_3528,323,.,11.470360000000001,37.00295,32.38035,348,True
616,chr15,27879426,27879936,Nanog_256_peak_3531,216,.,11.56962,25.81394,21.61794,147,True
617,chr15,28384252,28384421,Nanog_256_peak_3539,191,.,12.37252,23.28528,19.19901,72,True
618,chr15,29012530,29012732,Nanog_256_peak_3545,262,.,12.90501,30.59774,26.20946,116,True
619,chr15,29661254,29661453,Nanog_256_peak_3555,327,.,16.11571,37.40059,32.76493,94,True
620,chr15,30486046,30486340,Nanog_256_peak_3560,337,.,13.87072,38.40824,33.7354,110,False
621,chr15,32468163,32468392,Nanog_256_peak_3578,219,.,13.15165,26.14319,21.93509,67,True
622,chr15,33345922,33346243,Nanog_256_peak_3587,563,.,17.60679,61.673719999999996,56.369009999999996,184,True
623,chr15,33963747,33963895,Nanog_256_peak_3594,265,.,11.34272,30.97825,26.57675,70,True
624,chr15,33966590,33966747,Nanog_256_peak_3596,229,.,10.35555,27.241629999999997,22.990660000000002,79,False
625,chr15,34592992,34593132,Nanog_256_peak_3601,241,.,11.327169999999999,28.445320000000002,24.14454,70,True
626,chr15,34775978,34776173,Nanog_256_peak_3604,146,.,10.39666,18.552960000000002,14.69175,152,False
627,chr15,35353301,35353593,Nanog_256_peak_3611,199,.,11.25745,24.10737,19.98328,69,True
628,chr15,35424602,35424940,Nanog_256_peak_3614,224,.,12.07894,26.67799,22.4486,172,False
629,chr15,35617660,35617821,Nanog_256_peak_3615,155,.,11.10033,19.43554,15.531410000000001,81,False
630,chr15,36598173,36598571,Nanog_256_peak_3627,272,.,14.277289999999999,31.629790000000003,27.204140000000002,162,True
631,chr15,37274355,37274467,Nanog_256_peak_3634,143,.,10.594439999999999,18.20479,14.362829999999999,56,False
632,chr15,37559304,37559476,Nanog_256_peak_3637,239,.,13.363339999999999,28.22665,23.9348,87,False
633,chr15,37929035,37929213,Nanog_256_peak_3639,174,.,11.8471,21.49748,17.49204,54,True
634,chr15,39843154,39843250,Nanog_256_peak_3656,168,.,11.863669999999999,20.78472,16.81409,56,False
635,chr15,41444611,41444731,Nanog_256_peak_3668,323,.,18.51945,37.01056,32.38725,43,False
636,chr15,41647747,41647964,Nanog_256_peak_3670,169,.,11.27495,20.93286,16.95576,46,False
637,chr15,41807291,41807470,Nanog_256_peak_3672,173,.,11.220130000000001,21.32232,17.325229999999998,82,False
638,chr15,41819799,41819899,Nanog_256_peak_3673,140,.,10.24687,17.8996,14.073429999999998,40,False
639,chr15,42215524,42215746,Nanog_256_peak_3675,247,.,14.2145,29.06815,24.740389999999998,135,True
640,chr15,43526559,43527141,Nanog_256_peak_3689,371,.,10.14943,41.932809999999996,37.14479,109,False
641,chr15,43527243,43527486,Nanog_256_peak_3690,518,.,12.49542,57.02429,51.8254,80,False
642,chr15,43631186,43631476,Nanog_256_peak_3694,282,.,13.7809,32.759159999999994,28.29263,187,False
643,chr15,44120812,44120945,Nanog_256_peak_3703,200,.,10.26891,24.1414,20.01592,113,False
644,chr15,44123538,44123759,Nanog_256_peak_3704,374,.,15.60033,42.26968,37.47315,80,True
645,chr15,44827434,44827541,Nanog_256_peak_3708,215,.,11.50897,25.710539999999998,21.5192,36,True
646,chr15,45548570,45548748,Nanog_256_peak_3712,242,.,14.812470000000001,28.56437,24.258979999999998,38,False
647,chr15,45605115,45605343,Nanog_256_peak_3714,462,.,20.83126,51.28548,46.243320000000004,91,True
648,chr15,46064273,46064475,Nanog_256_peak_3720,149,.,10.291830000000001,18.81257,14.93842,140,True
649,chr15,46750532,46750667,Nanog_256_peak_3723,195,.,12.3139,23.670720000000003,19.5655,86,False
650,chr15,46835919,46836261,Nanog_256_peak_3726,980,.,24.236,104.11113,98.03585,171,False
651,chr15,47435770,47435962,Nanog_256_peak_3732,460,.,19.30634,51.05738,46.020920000000004,51,True
652,chr15,47485373,47485580,Nanog_256_peak_3734,138,.,10.09169,17.62963,13.81741,89,False
653,chr15,47864443,47864633,Nanog_256_peak_3737,325,.,17.18778,37.19664,32.56742,94,False
654,chr16,218456,218682,Nanog_256_peak_3744,206,.,10.97205,24.78981,20.63984,186,True
655,chr16,562125,562321,Nanog_256_peak_3748,281,.,13.3232,32.63475,28.173409999999997,56,True
656,chr16,1520060,1520176,Nanog_256_peak_3767,155,.,11.22658,19.436989999999998,15.53245,45,False
657,chr16,2272309,2272404,Nanog_256_peak_3772,137,.,10.066289999999999,17.58566,13.77565,20,False
658,chr16,4654136,4654390,Nanog_256_peak_3789,317,.,15.098670000000002,36.37247,31.774440000000002,131,True
659,chr16,5412669,5412826,Nanog_256_peak_3796,205,.,10.26746,24.718970000000002,20.57205,57,False
660,chr16,6199258,6199490,Nanog_256_peak_3806,221,.,12.57726,26.316979999999997,22.10114,100,False
661,chr16,6456096,6456370,Nanog_256_peak_3810,187,.,11.78118,22.770139999999998,18.70455,59,False
662,chr16,6835299,6835664,Nanog_256_peak_3819,204,.,12.23911,24.60847,20.465329999999998,207,False
663,chr16,7153839,7154181,Nanog_256_peak_3821,636,.,21.40632,69.07735,63.62214,100,False
664,chr16,7231520,7231795,Nanog_256_peak_3822,265,.,13.47195,30.918670000000002,26.518420000000003,93,False
665,chr16,8060583,8060812,Nanog_256_peak_3824,141,.,10.476460000000001,17.98388,14.15346,168,False
666,chr16,10318770,10318905,Nanog_256_peak_3839,135,.,10.11053,17.31365,13.51799,75,False
667,chr16,11004460,11004737,Nanog_256_peak_3846,231,.,13.89635,27.4178,23.1586,137,True
668,chr16,11029319,11029493,Nanog_256_peak_3847,181,.,10.44007,22.16104,18.12346,93,False
669,chr16,11185704,11185803,Nanog_256_peak_3853,150,.,10.82973,18.93789,15.05674,49,False
670,chr16,12060765,12060905,Nanog_256_peak_3864,176,.,12.2199,21.64114,17.62878,67,False
671,chr16,12173677,12173829,Nanog_256_peak_3865,209,.,13.1261,25.0719,20.90905,58,True
672,chr16,12267491,12267658,Nanog_256_peak_3867,162,.,11.11069,20.203129999999998,16.260579999999997,91,False
673,chr16,13613962,13614138,Nanog_256_peak_3874,190,.,11.99976,23.13826,19.05769,51,False
674,chr16,13680654,13680814,Nanog_256_peak_3877,167,.,10.87428,20.74445,16.77664,71,False
675,chr16,13685670,13685999,Nanog_256_peak_3878,220,.,12.860619999999999,26.21118,22.00011,99,True
676,chr16,15396870,15397293,Nanog_256_peak_3892,210,.,11.91554,25.211270000000003,21.0413,188,False
677,chr16,15431229,15431497,Nanog_256_peak_3894,260,.,13.53766,30.385990000000003,26.00583,148,True
678,chr16,15792026,15792186,Nanog_256_peak_3901,194,.,12.740860000000001,23.50791,19.41065,57,False
679,chr16,15882610,15882910,Nanog_256_peak_3903,190,.,12.50378,23.077920000000002,19.000120000000003,73,False
680,chr16,16188529,16188909,Nanog_256_peak_3905,382,.,16.91435,43.086240000000004,38.263329999999996,276,True
681,chr16,16199905,16200045,Nanog_256_peak_3906,163,.,11.37435,20.27038,16.32369,71,True
682,chr16,16343243,16343450,Nanog_256_peak_3908,223,.,10.99366,26.61918,22.392960000000002,168,False
683,chr16,16739823,16740026,Nanog_256_peak_3913,142,.,10.53512,18.0934,14.25735,154,True
684,chr16,16761722,16761973,Nanog_256_peak_3914,329,.,17.02,37.565020000000004,32.92346,141,False
685,chr16,16769032,16769179,Nanog_256_peak_3915,143,.,10.594439999999999,18.20479,14.362829999999999,46,False
686,chr16,19411141,19411541,Nanog_256_peak_3926,274,.,13.67905,31.92332,27.48765,254,True
687,chr16,19499063,19499335,Nanog_256_peak_3928,225,.,11.09403,26.798540000000003,22.56397,93,False
688,chr16,19536466,19536610,Nanog_256_peak_3932,188,.,10.576,22.95415,18.88116,80,False
689,chr16,19833370,19833496,Nanog_256_peak_3933,177,.,12.272680000000001,21.72539,17.708370000000002,76,False
690,chr16,19887757,19887872,Nanog_256_peak_3935,136,.,10.192689999999999,17.4623,13.65875,68,True
691,chr16,20739323,20739561,Nanog_256_peak_3944,300,.,15.22911,34.54351,30.01062,158,False
692,chr16,20896473,20896598,Nanog_256_peak_3946,219,.,12.137319999999999,26.1741,21.96446,65,False
693,chr16,21056891,21057209,Nanog_256_peak_3952,555,.,21.6003,60.788880000000006,55.503080000000004,208,True
694,chr16,21912264,21912381,Nanog_256_peak_3958,246,.,14.51109,29.01657,24.69145,52,False
695,chr16,22292567,22292860,Nanog_256_peak_3963,169,.,10.970889999999999,20.90554,16.92962,85,False
696,chr16,22987085,22987235,Nanog_256_peak_3967,146,.,10.60004,18.5237,14.66419,82,False
697,chr16,23958828,23959167,Nanog_256_peak_3975,353,.,14.7626,40.037459999999996,35.31265,192,False
698,chr16,23987841,23988026,Nanog_256_peak_3977,192,.,10.15954,23.37282,19.28254,122,False
699,chr16,23991151,23991452,Nanog_256_peak_3978,320,.,14.070139999999999,36.67342,32.06384,117,False
700,chr16,25145987,25146074,Nanog_256_peak_3991,131,.,10.04541,16.921529999999997,13.14582,43,False
701,chr16,25259951,25260246,Nanog_256_peak_3994,221,.,13.30667,26.40649,22.18722,140,False
702,chr16,25921656,25921875,Nanog_256_peak_3998,182,.,12.444280000000001,22.29404,18.250320000000002,156,False
703,chr16,25940797,25940925,Nanog_256_peak_4000,188,.,12.404860000000001,22.90031,18.82904,50,False
704,chr16,27172984,27173250,Nanog_256_peak_4017,246,.,10.95814,28.9967,24.67246,137,True
705,chr16,27191361,27191610,Nanog_256_peak_4020,273,.,14.36449,31.776229999999998,27.34559,90,False
706,chr16,27593548,27593729,Nanog_256_peak_4025,172,.,11.91874,21.27639,17.28154,65,False
707,chr16,27831561,27831773,Nanog_256_peak_4027,258,.,13.0383,30.1813,25.80919,122,True
708,chr16,29243648,29243981,Nanog_256_peak_4037,178,.,10.27586,21.88309,17.859379999999998,135,True
709,chr16,29360994,29361362,Nanog_256_peak_4040,291,.,11.40901,33.65282,29.153570000000002,200,False
710,chr16,29450246,29450491,Nanog_256_peak_4042,179,.,12.26402,21.939120000000003,17.91255,38,False
711,chr16,30148364,30148579,Nanog_256_peak_4051,203,.,12.48729,24.48195,20.34431,91,False
712,chr16,30330007,30330199,Nanog_256_peak_4054,1039,.,25.21204,110.09108,103.91965,99,False
713,chr16,30330486,30330917,Nanog_256_peak_4055,610,.,17.57095,66.48624000000001,61.0807,374,False
714,chr16,30343847,30344153,Nanog_256_peak_4056,863,.,31.346970000000002,92.27665999999999,86.39705,86,False
715,chr16,31846149,31846254,Nanog_256_peak_4069,205,.,12.9293,24.72857,20.581039999999998,40,True
716,chr16,32047425,32047568,Nanog_256_peak_4070,164,.,11.46677,20.43822,16.48365,45,False
717,chr16,33106589,33106822,Nanog_256_peak_4085,198,.,10.176969999999999,23.97716,19.85801,125,False
718,chr16,33598764,33598929,Nanog_256_peak_4091,173,.,10.62347,21.37125,17.371879999999997,62,True
719,chr16,34040955,34041426,Nanog_256_peak_4094,262,.,12.94942,30.674259999999997,26.282909999999998,208,True
720,chr16,34046572,34046682,Nanog_256_peak_4095,166,.,11.06281,20.57326,16.61224,47,False
721,chr16,34528242,34528342,Nanog_256_peak_4101,194,.,11.6337,23.59899,19.49735,41,False
722,chr16,34613468,34613769,Nanog_256_peak_4103,260,.,12.8171,30.44606,26.06354,34,False
723,chr16,34775023,34775154,Nanog_256_peak_4105,144,.,10.7386,18.30904,14.4604,78,False
724,chr16,35044428,35044685,Nanog_256_peak_4107,162,.,10.85851,20.22907,16.28435,131,True
725,chr16,35115562,35115817,Nanog_256_peak_4108,184,.,11.31217,22.515810000000002,18.46152,101,False
726,chr16,35497547,35497995,Nanog_256_peak_4110,227,.,12.28168,27.02024,22.777070000000002,341,False
727,chr16,35518187,35518519,Nanog_256_peak_4113,527,.,18.633860000000002,57.96416,52.74041999999999,225,True
728,chr16,35532287,35532548,Nanog_256_peak_4114,156,.,10.44847,19.54345,15.633479999999999,87,False
729,chr16,35669189,35669413,Nanog_256_peak_4118,207,.,13.615920000000001,24.90393,20.74899,50,False
730,chr16,36065536,36065872,Nanog_256_peak_4121,317,.,12.78561,36.36568,31.76825,178,True
731,chr16,36223115,36223382,Nanog_256_peak_4127,152,.,11.12219,19.122429999999998,15.23274,172,False
732,chr16,38946168,38946308,Nanog_256_peak_4142,172,.,11.19469,21.2797,17.28448,78,False
733,chr16,39211955,39212238,Nanog_256_peak_4145,295,.,14.92706,34.034909999999996,29.52223,119,True
734,chr16,39422622,39422769,Nanog_256_peak_4149,169,.,11.72075,20.90547,16.92962,34,False
735,chr16,40043241,40043415,Nanog_256_peak_4156,186,.,12.30748,22.72649,18.662879999999998,118,False
736,chr16,40090498,40090658,Nanog_256_peak_4157,201,.,10.68715,24.29658,20.16548,81,True
737,chr16,40091045,40091289,Nanog_256_peak_4158,220,.,11.143089999999999,26.28032,22.0661,186,False
738,chr16,40197151,40197253,Nanog_256_peak_4159,175,.,12.08892,21.600360000000002,17.5899,65,True
739,chr16,40377457,40377618,Nanog_256_peak_4161,141,.,10.07501,18.00607,14.17438,86,False
740,chr16,40448306,40448465,Nanog_256_peak_4163,158,.,11.28837,19.78826,15.866520000000001,82,True
741,chr16,40560470,40560660,Nanog_256_peak_4164,318,.,16.753339999999998,36.45469,31.85306,117,False
742,chr16,40764809,40764977,Nanog_256_peak_4168,206,.,13.57456,24.817429999999998,20.66639,48,True
743,chr16,41296307,41296483,Nanog_256_peak_4173,189,.,12.21947,23.02018,18.94431,76,False
744,chr16,41990085,41990296,Nanog_256_peak_4181,345,.,16.37084,39.23907,34.53799,82,True
745,chr16,42148615,42149080,Nanog_256_peak_4184,208,.,11.08284,24.98069,20.82225,139,True
746,chr16,42389605,42389801,Nanog_256_peak_4187,232,.,13.28785,27.50558,23.243170000000003,61,False
747,chr16,43400849,43401028,Nanog_256_peak_4194,280,.,15.18401,32.51748,28.059590000000004,101,False
748,chr16,45236078,45236283,Nanog_256_peak_4201,250,.,14.04305,29.367040000000003,25.027160000000002,156,True
749,chr16,46111690,46111951,Nanog_256_peak_4212,220,.,12.860619999999999,26.21118,22.00011,103,False
750,chr16,48047034,48047253,Nanog_256_peak_4222,162,.,10.24204,20.20836,16.26525,125,False
751,chr16,50132798,50132913,Nanog_256_peak_4235,305,.,17.00797,35.06313,30.512159999999998,54,False
752,chr16,50229147,50229362,Nanog_256_peak_4237,158,.,11.25659,19.72822,15.80971,153,False
753,chr16,51383418,51383643,Nanog_256_peak_4246,217,.,13.3502,25.95544,21.75455,133,False
754,chr16,51512998,51513109,Nanog_256_peak_4247,144,.,10.7386,18.30904,14.4604,53,False
755,chr16,51631622,51631965,Nanog_256_peak_4248,225,.,11.45052,26.818740000000002,22.582929999999998,119,False
756,chr17,111762,112020,Nanog_256_peak_4269,289,.,13.75876,33.39009,28.90115,101,False
757,chr17,1642384,1642582,Nanog_256_peak_4283,272,.,15.711960000000001,31.66067,27.23416,106,False
758,chr17,2400581,2400936,Nanog_256_peak_4289,169,.,11.89277,20.96774,16.988670000000003,206,False
759,chr17,3990064,3990267,Nanog_256_peak_4305,251,.,14.803360000000001,29.52573,25.17896,139,True
760,chr17,4317471,4317590,Nanog_256_peak_4310,199,.,12.82221,24.07444,19.951320000000003,66,False
761,chr17,5633135,5633315,Nanog_256_peak_4326,144,.,10.62435,18.2612,14.41634,144,False
762,chr17,6508119,6508255,Nanog_256_peak_4335,262,.,15.71468,30.68435,26.292690000000004,66,False
763,chr17,8014385,8014648,Nanog_256_peak_4344,241,.,13.47679,28.41661,24.116529999999997,175,True
764,chr17,8317900,8318417,Nanog_256_peak_4347,587,.,17.205389999999998,64.07006,58.7117,153,False
765,chr17,9895833,9896102,Nanog_256_peak_4361,182,.,12.08612,22.33471,18.28924,194,True
766,chr17,10315719,10315899,Nanog_256_peak_4367,259,.,13.48591,30.29877,25.92235,93,False
767,chr17,11738033,11738515,Nanog_256_peak_4382,245,.,12.640310000000001,28.86693,24.54749,78,False
768,chr17,12124935,12125140,Nanog_256_peak_4385,300,.,16.427429999999998,34.635940000000005,30.09996,118,True
769,chr17,13557039,13557148,Nanog_256_peak_4394,191,.,12.6043,23.25945,19.17438,27,False
770,chr17,14280163,14280439,Nanog_256_peak_4398,170,.,10.70837,20.98164,17.001839999999998,236,False
771,chr17,16369426,16369655,Nanog_256_peak_4422,181,.,11.72627,22.17595,18.13766,141,True
772,chr17,16993942,16994126,Nanog_256_peak_4427,152,.,10.94835,19.15468,15.26331,107,True
773,chr17,18031689,18031844,Nanog_256_peak_4432,271,.,15.67169,31.589370000000002,27.16493,73,False
774,chr17,18623309,18623631,Nanog_256_peak_4440,271,.,13.10604,31.596859999999996,27.17223,140,True
775,chr17,19347696,19348099,Nanog_256_peak_4449,512,.,10.78858,56.39125,51.20937,293,False
776,chr17,19480981,19481088,Nanog_256_peak_4454,218,.,13.681420000000001,26.057010000000002,21.85225,67,False
777,chr17,20499073,20499227,Nanog_256_peak_4460,657,.,23.0582,71.21458,65.71384,66,True
778,chr17,20888331,20888718,Nanog_256_peak_4466,207,.,13.02696,24.8986,20.74384,319,False
779,chr17,21078556,21078896,Nanog_256_peak_4470,185,.,11.35968,22.594829999999998,18.537110000000002,214,False
780,chr17,21199039,21199225,Nanog_256_peak_4472,141,.,10.476460000000001,17.98388,14.15346,75,False
781,chr17,21277339,21277664,Nanog_256_peak_4474,420,.,14.57097,46.95913,42.0305,155,False
782,chr17,21290060,21290319,Nanog_256_peak_4477,673,.,20.22974,72.89572,67.36064,116,True
783,chr17,21318340,21318569,Nanog_256_peak_4478,145,.,10.715110000000001,18.43342,14.57801,90,False
784,chr17,21487647,21488052,Nanog_256_peak_4480,218,.,12.39874,26.018810000000002,21.81569,235,True
785,chr17,21675546,21675895,Nanog_256_peak_4486,381,.,15.169310000000001,42.96017,38.14112,128,False
786,chr17,21734456,21734624,Nanog_256_peak_4488,280,.,14.785929999999999,32.48397,28.02732,71,True
787,chr17,22066604,22066758,Nanog_256_peak_4499,173,.,11.78461,21.385579999999997,17.38531,75,True
788,chr17,22518508,22518948,Nanog_256_peak_4503,412,.,15.6751,46.13017,41.22182,169,False
789,chr17,22535504,22535701,Nanog_256_peak_4504,152,.,10.73954,19.14462,15.25397,119,False
790,chr17,23310478,23310694,Nanog_256_peak_4508,306,.,14.036760000000001,35.23187,30.6745,135,True
791,chr17,23926725,23926882,Nanog_256_peak_4518,174,.,11.8471,21.49748,17.49204,41,False
792,chr17,24566960,24567097,Nanog_256_peak_4525,236,.,14.211229999999999,27.96541,23.68355,46,True
793,chr17,25197027,25197146,Nanog_256_peak_4531,151,.,10.88872,19.04544,15.159329999999999,49,False
