,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain nanog motif,1k-cell new peak,in genome bin binding from 256-cell
1330,chr14,37904549,37905110,Nanog_1k_peak_5604,238,.,12.24956,27.57892,23.80912,202,False,True,False
1331,chr14,38666954,38667203,Nanog_1k_peak_5616,303,.,13.5082,34.30231,30.301809999999996,144,False,True,False
1332,chr14,38750745,38751012,Nanog_1k_peak_5618,167,.,10.89001,20.28201,16.79981,118,False,True,False
1333,chr14,38843537,38843891,Nanog_1k_peak_5624,827,.,15.7285,88.15935999999999,82.72321,194,False,False,True
1334,chr14,39230370,39230544,Nanog_1k_peak_5634,181,.,11.97083,21.72038,18.17715,122,False,True,True
1335,chr14,39289722,39290219,Nanog_1k_peak_5637,868,.,19.273870000000002,92.38274,86.86752,207,True,False,True
1336,chr14,39310712,39310921,Nanog_1k_peak_5639,268,.,14.51493,30.768420000000003,26.88618,99,True,True,False
1337,chr14,39605849,39606043,Nanog_1k_peak_5641,561,.,22.14425,60.882,56.10057,117,True,False,True
1338,chr14,39617053,39617354,Nanog_1k_peak_5642,176,.,11.675,21.190279999999998,17.66919,252,True,True,True
1339,chr14,39660011,39660392,Nanog_1k_peak_5643,505,.,18.90833,55.19664,50.57159,96,False,False,True
1340,chr14,39741490,39741793,Nanog_1k_peak_5648,152,.,10.85055,18.69351,15.280120000000002,220,False,True,False
1341,chr14,40202035,40202432,Nanog_1k_peak_5659,191,.,11.46867,22.77617,19.18894,213,False,True,False
1342,chr14,40220478,40220780,Nanog_1k_peak_5661,209,.,11.8935,24.59603,20.93682,90,True,True,False
1343,chr14,40283159,40283443,Nanog_1k_peak_5665,193,.,10.56939,22.94291,19.348979999999997,99,True,True,False
1344,chr14,40349866,40350381,Nanog_1k_peak_5670,273,.,12.53082,31.24205,27.342879999999997,187,False,True,False
1345,chr14,40665062,40665272,Nanog_1k_peak_5673,235,.,12.4623,27.324479999999998,23.56437,55,False,True,False
1346,chr14,40716268,40716539,Nanog_1k_peak_5676,295,.,16.428379999999997,33.4756,29.50188,189,True,True,True
1347,chr14,40759750,40760113,Nanog_1k_peak_5679,283,.,14.30986,32.333890000000004,28.399079999999998,125,True,False,True
1348,chr14,40840294,40840505,Nanog_1k_peak_5683,310,.,15.93719,35.07215,31.04699,107,True,False,True
1349,chr14,41468985,41469155,Nanog_1k_peak_5688,213,.,12.8039,25.01859,21.34299,90,True,False,True
1350,chr14,41490124,41490614,Nanog_1k_peak_5691,188,.,10.26724,22.42664,18.85339,154,False,False,True
1351,chr14,41681257,41681574,Nanog_1k_peak_5693,166,.,11.07297,20.13811,16.661820000000002,96,True,True,False
1352,chr14,41692784,41693088,Nanog_1k_peak_5694,260,.,14.704429999999999,29.90475,26.0512,233,False,True,False
1353,chr14,41825068,41825210,Nanog_1k_peak_5697,196,.,12.78046,23.22873,19.623079999999998,71,True,True,False
1354,chr14,42159412,42159911,Nanog_1k_peak_5703,738,.,18.04873,79.14588,73.89905999999999,177,True,False,True
1355,chr14,42170179,42170497,Nanog_1k_peak_5704,539,.,17.70251,58.622609999999995,53.90405,159,True,False,True
1356,chr14,42952785,42953083,Nanog_1k_peak_5716,190,.,11.40008,22.66204,19.07967,112,False,True,False
1357,chr14,43000861,43001061,Nanog_1k_peak_5718,193,.,11.266860000000001,22.98828,19.3924,106,True,True,False
1358,chr14,43118134,43118395,Nanog_1k_peak_5719,235,.,13.175970000000001,27.3181,23.55837,103,True,True,True
1359,chr14,43124614,43125012,Nanog_1k_peak_5720,253,.,13.190729999999999,29.16872,25.341920000000002,148,False,False,True
1360,chr14,43332354,43332699,Nanog_1k_peak_5722,176,.,10.8396,21.1994,17.677529999999997,137,True,True,False
1361,chr14,43793540,43793840,Nanog_1k_peak_5733,364,.,17.192429999999998,40.62877,36.43117,164,True,True,False
1362,chr14,43876627,43876943,Nanog_1k_peak_5735,192,.,12.12487,22.857110000000002,19.26643,215,False,False,True
1363,chr14,44471450,44471621,Nanog_1k_peak_5745,179,.,11.57437,21.44487,17.91317,71,True,False,True
1364,chr14,44658171,44658439,Nanog_1k_peak_5749,180,.,10.73659,21.559279999999998,18.02334,181,False,True,False
1365,chr14,45565677,45565860,Nanog_1k_peak_5752,189,.,12.41112,22.528979999999997,18.95187,99,False,True,False
1366,chr14,45642152,45642429,Nanog_1k_peak_5753,285,.,13.23717,32.48478,28.544859999999996,147,False,True,False
1367,chr14,45735439,45735630,Nanog_1k_peak_5754,180,.,11.65576,21.585060000000002,18.04789,47,True,True,False
1368,chr14,45966670,45966815,Nanog_1k_peak_5757,174,.,11.75791,20.9746,17.46236,41,False,True,False
1369,chr14,46028502,46028802,Nanog_1k_peak_5760,336,.,12.82515,37.80107,33.688829999999996,171,True,False,True
1370,chr14,46802295,46802526,Nanog_1k_peak_5767,135,.,10.008610000000001,16.85164,13.52466,127,True,True,False
1371,chr14,46863189,46863277,Nanog_1k_peak_5768,173,.,11.69645,20.86035,17.35304,49,False,True,False
1372,chr14,47013613,47013807,Nanog_1k_peak_5770,181,.,11.71065,21.67989,18.13853,136,False,True,False
1373,chr14,47374930,47375031,Nanog_1k_peak_5773,144,.,10.52796,17.81863,14.445979999999999,66,True,True,False
1374,chr14,47389130,47389249,Nanog_1k_peak_5775,154,.,10.0534,18.88766,15.46616,59,False,True,False
1375,chr14,47902872,47903031,Nanog_1k_peak_5788,142,.,10.3993,17.609189999999998,14.24584,47,False,True,False
1376,chr14,48158564,48159033,Nanog_1k_peak_5792,228,.,11.32519,26.59978,22.866039999999998,92,False,True,False
1377,chr14,48179274,48179485,Nanog_1k_peak_5795,210,.,11.98523,24.74899,21.08387,85,True,True,False
1378,chr14,49133426,49133678,Nanog_1k_peak_5801,171,.,11.60546,20.69223,17.191779999999998,84,False,True,False
1379,chr14,49683008,49683176,Nanog_1k_peak_5804,154,.,10.7653,18.821,15.40211,57,False,True,False
1380,chr14,49918648,49918902,Nanog_1k_peak_5808,189,.,11.332310000000001,22.5493,18.9712,133,False,True,False
1381,chr15,143565,143725,Nanog_1k_peak_5830,243,.,14.564820000000001,28.109270000000002,24.32084,74,False,True,False
1382,chr15,259198,259304,Nanog_1k_peak_5832,315,.,17.98406,35.57355,31.5322,61,False,True,False
1383,chr15,1586197,1586590,Nanog_1k_peak_5851,304,.,13.97666,34.443540000000006,30.437920000000002,121,False,False,True
1384,chr15,1594025,1594326,Nanog_1k_peak_5852,327,.,15.35795,36.81411,32.7322,209,True,True,True
1385,chr15,2372948,2373187,Nanog_1k_peak_5862,346,.,18.479870000000002,38.84283,34.69963,118,False,False,True
1386,chr15,2519654,2519776,Nanog_1k_peak_5864,191,.,12.040980000000001,22.713,19.12818,50,True,True,False
1387,chr15,2975839,2975989,Nanog_1k_peak_5872,150,.,10.73345,18.468429999999998,15.065610000000001,100,False,True,False
1388,chr15,3029932,3030327,Nanog_1k_peak_5873,334,.,15.8042,37.571670000000005,33.466029999999996,189,True,False,True
1389,chr15,3132715,3132855,Nanog_1k_peak_5876,290,.,16.464579999999998,33.015209999999996,29.05749,72,True,False,True
1390,chr15,3503245,3503927,Nanog_1k_peak_5877,296,.,10.512960000000001,33.63745,29.658240000000003,248,False,False,True
1391,chr15,4223093,4223638,Nanog_1k_peak_5885,377,.,14.672229999999999,42.038540000000005,37.79826,126,False,False,True
1392,chr15,4880665,4881029,Nanog_1k_peak_5891,152,.,10.49018,18.71336,15.29931,118,False,True,False
1393,chr15,4909578,4909799,Nanog_1k_peak_5893,185,.,12.34152,22.0909,18.531570000000002,86,False,False,True
1394,chr15,5036738,5037155,Nanog_1k_peak_5895,205,.,10.276760000000001,24.15541,20.51243,274,False,False,True
1395,chr15,5466831,5467145,Nanog_1k_peak_5902,318,.,15.63957,35.91029,31.85782,172,False,True,False
1396,chr15,5624636,5624846,Nanog_1k_peak_5905,171,.,11.78251,20.60578,17.10904,55,False,True,False
1397,chr15,5891540,5891680,Nanog_1k_peak_5908,150,.,10.3447,18.46411,15.061720000000001,59,False,True,False
1398,chr15,5901533,5901639,Nanog_1k_peak_5910,300,.,15.71553,34.04945,30.057,73,False,False,True
1399,chr15,6000064,6000434,Nanog_1k_peak_5913,558,.,17.48087,60.605740000000004,55.831630000000004,158,False,False,True
1400,chr15,6044710,6045022,Nanog_1k_peak_5914,171,.,10.2186,20.69722,17.19625,76,True,True,True
1401,chr15,6374782,6374962,Nanog_1k_peak_5918,187,.,11.52472,22.34026,18.77038,146,False,False,True
1402,chr15,6405907,6406252,Nanog_1k_peak_5921,258,.,13.85075,29.65295,25.80861,264,True,True,False
1403,chr15,6767351,6767523,Nanog_1k_peak_5924,185,.,11.96423,22.12086,18.55967,82,False,True,False
1404,chr15,6787357,6787532,Nanog_1k_peak_5925,266,.,15.361839999999999,30.51375,26.64005,89,False,True,False
1405,chr15,7046821,7047003,Nanog_1k_peak_5927,151,.,10.79169,18.58001,15.17252,132,False,False,True
1406,chr15,7156326,7156673,Nanog_1k_peak_5930,191,.,11.74747,22.713520000000003,19.12858,136,False,True,False
1407,chr15,7330068,7330281,Nanog_1k_peak_5936,243,.,14.0114,28.156440000000003,24.36682,151,True,True,False
1408,chr15,7965867,7966040,Nanog_1k_peak_5941,150,.,10.82174,18.47312,15.069989999999999,50,True,True,False
1409,chr15,8563693,8563970,Nanog_1k_peak_5946,286,.,14.471060000000001,32.60522,28.661720000000003,151,True,False,True
1410,chr15,10160352,10160531,Nanog_1k_peak_5951,342,.,16.685979999999997,38.36217,34.23344,76,True,True,False
1411,chr15,10197174,10197347,Nanog_1k_peak_5954,140,.,10.34032,17.39903,14.04525,59,False,True,False
1412,chr15,10237985,10238218,Nanog_1k_peak_5955,355,.,14.21502,39.751740000000005,35.581179999999996,107,True,False,True
1413,chr15,10238373,10238596,Nanog_1k_peak_5956,408,.,15.54766,45.14277,40.81362,79,False,False,True
1414,chr15,10245279,10245710,Nanog_1k_peak_5957,328,.,14.21574,36.932359999999996,32.84672,183,False,True,True
1415,chr15,10374187,10374520,Nanog_1k_peak_5964,218,.,12.78796,25.5288,21.83429,128,True,False,True
1416,chr15,10549832,10549970,Nanog_1k_peak_5968,157,.,10.74196,19.14884,15.71558,64,False,True,False
1417,chr15,12230084,12230237,Nanog_1k_peak_5989,169,.,11.01057,20.48506,16.99372,97,True,True,False
1418,chr15,12495483,12495841,Nanog_1k_peak_5992,188,.,11.57349,22.421860000000002,18.84881,124,True,True,False
1419,chr15,12563356,12563750,Nanog_1k_peak_6000,250,.,13.73874,28.85575,25.040020000000002,87,False,True,False
1420,chr15,12725223,12725478,Nanog_1k_peak_6003,242,.,12.90108,28.061609999999998,24.27494,87,False,True,False
1421,chr15,13465207,13465493,Nanog_1k_peak_6012,245,.,13.76513,28.30783,24.51214,104,True,True,False
1422,chr15,13516411,13516749,Nanog_1k_peak_6016,351,.,16.434829999999998,39.3475,35.1895,111,False,True,False
1423,chr15,14042451,14042656,Nanog_1k_peak_6021,541,.,16.65543,58.900380000000006,54.17406,89,False,False,True
1424,chr15,14399676,14399760,Nanog_1k_peak_6032,168,.,11.65137,20.35609,16.87034,61,False,True,False
1425,chr15,14552126,14552289,Nanog_1k_peak_6036,234,.,14.063379999999999,27.2059,23.44991,87,False,True,False
1426,chr15,14593329,14593651,Nanog_1k_peak_6038,186,.,10.79795,22.20676,18.6421,175,False,True,False
1427,chr15,14655665,14655983,Nanog_1k_peak_6040,151,.,10.39274,18.54625,15.140239999999999,237,True,True,False
1428,chr15,14747181,14747329,Nanog_1k_peak_6041,308,.,16.58977,34.91621,30.895840000000003,81,True,True,False
1429,chr15,14854325,14854470,Nanog_1k_peak_6043,199,.,12.53229,23.5638,19.944679999999998,73,False,True,False
1430,chr15,14861426,14861524,Nanog_1k_peak_6044,140,.,10.157919999999999,17.39927,14.045370000000002,50,False,True,False
1431,chr15,15000260,15000617,Nanog_1k_peak_6046,308,.,15.01014,34.84841,30.83036,229,True,False,True
1432,chr15,15248183,15248354,Nanog_1k_peak_6049,211,.,13.416820000000001,24.773239999999998,21.10706,77,False,True,False
1433,chr15,15252688,15252807,Nanog_1k_peak_6050,157,.,10.74196,19.14884,15.71558,50,False,True,False
1434,chr15,15366654,15366992,Nanog_1k_peak_6052,675,.,22.879720000000002,72.68019,67.5894,109,False,False,True
1435,chr15,15389352,15389515,Nanog_1k_peak_6054,188,.,10.93647,22.43785,18.86405,79,False,True,True
1436,chr15,15479667,15479953,Nanog_1k_peak_6058,317,.,15.580179999999999,35.8102,31.761329999999997,59,False,False,True
1437,chr15,16070155,16070449,Nanog_1k_peak_6073,454,.,15.67876,49.92118,45.44794,126,True,False,True
1438,chr15,16335644,16335787,Nanog_1k_peak_6077,211,.,13.416820000000001,24.773239999999998,21.10706,47,False,True,False
1439,chr15,16383734,16383833,Nanog_1k_peak_6079,164,.,10.06198,19.90962,16.44292,66,False,True,False
1440,chr15,16703568,16703819,Nanog_1k_peak_6085,253,.,12.09858,29.195590000000003,25.36802,117,True,False,True
1441,chr15,17004453,17004553,Nanog_1k_peak_6096,186,.,11.13374,22.2192,18.65423,58,False,True,False
1442,chr15,17253503,17254072,Nanog_1k_peak_6100,414,.,14.738470000000001,45.82165,41.47343,471,False,False,True
1443,chr15,18017853,18018081,Nanog_1k_peak_6109,300,.,14.93786,34.05311,30.06055,158,False,False,True
1444,chr15,18063069,18063569,Nanog_1k_peak_6114,208,.,11.48987,24.49804,20.842660000000002,363,False,False,True
1445,chr15,18593436,18593907,Nanog_1k_peak_6125,286,.,14.091289999999999,32.62344,28.679479999999998,250,False,True,False
1446,chr15,18609130,18609265,Nanog_1k_peak_6126,179,.,11.57437,21.44487,17.91317,49,True,True,False
1447,chr15,18885446,18885547,Nanog_1k_peak_6132,345,.,18.06642,38.71587,34.57631,57,True,False,True
1448,chr15,19082686,19082916,Nanog_1k_peak_6134,368,.,15.315,41.02805,36.81901,119,True,True,False
1449,chr15,19288413,19288555,Nanog_1k_peak_6139,168,.,11.65137,20.35609,16.87034,94,False,True,False
1450,chr15,19770084,19770309,Nanog_1k_peak_6146,142,.,10.28928,17.638379999999998,14.27339,128,False,True,False
1451,chr15,19888188,19888322,Nanog_1k_peak_6157,406,.,15.04703,44.94344,40.61983,77,False,True,False
1452,chr15,20012686,20013050,Nanog_1k_peak_6163,220,.,11.55241,25.7846,22.08066,205,False,True,False
1453,chr15,20492362,20492881,Nanog_1k_peak_6179,294,.,13.03605,33.462,29.488640000000004,238,True,False,True
1454,chr15,20731605,20731728,Nanog_1k_peak_6188,207,.,13.03278,24.449939999999998,20.79628,45,False,True,True
1455,chr15,20778777,20778944,Nanog_1k_peak_6191,257,.,14.539079999999998,29.62136,25.77835,111,False,False,True
1456,chr15,20832842,20833305,Nanog_1k_peak_6194,318,.,13.23569,35.851729999999996,31.80129,250,False,True,False
1457,chr15,21745616,21745784,Nanog_1k_peak_6206,199,.,12.24721,23.55731,19.93844,94,False,True,False
1458,chr15,21773150,21773803,Nanog_1k_peak_6207,360,.,10.912180000000001,40.20284,36.018609999999995,219,False,True,False
1459,chr15,21923844,21924001,Nanog_1k_peak_6212,232,.,11.19288,26.97464,23.22704,92,False,True,False
1460,chr15,22215543,22215697,Nanog_1k_peak_6219,188,.,12.1099,22.37658,18.80521,87,True,True,False
1461,chr15,22340028,22340306,Nanog_1k_peak_6225,288,.,11.95026,32.78009,28.830890000000004,189,False,True,False
1462,chr15,22800450,22800609,Nanog_1k_peak_6232,147,.,10.39467,18.15904,14.77043,53,False,True,False
1463,chr15,22961942,22962303,Nanog_1k_peak_6236,216,.,12.67928,25.34599,21.658179999999998,159,True,True,False
1464,chr15,23340970,23341159,Nanog_1k_peak_6248,252,.,13.852129999999999,29.0461,25.22334,76,False,True,False
1465,chr15,23692273,23692458,Nanog_1k_peak_6259,141,.,10.21006,17.49386,14.135829999999999,64,False,True,False
1466,chr15,23793258,23793527,Nanog_1k_peak_6264,585,.,24.63083,63.432390000000005,58.580830000000006,210,False,False,True
1467,chr15,23915042,23915235,Nanog_1k_peak_6267,364,.,18.45345,40.68033,36.4813,44,True,False,True
1468,chr15,24325386,24325684,Nanog_1k_peak_6276,248,.,11.77625,28.62749,24.81982,102,False,True,False
1469,chr15,24665665,24665868,Nanog_1k_peak_6286,263,.,10.64436,30.22785,26.363120000000002,91,False,True,False
1470,chr15,24746758,24746982,Nanog_1k_peak_6288,204,.,10.88691,24.05881,20.41984,75,False,False,True
1471,chr15,24795360,24795476,Nanog_1k_peak_6290,268,.,15.9456,30.74271,26.86102,60,False,True,True
1472,chr15,24922431,24922625,Nanog_1k_peak_6293,187,.,11.82287,22.340220000000002,18.77038,119,False,True,False
1473,chr15,25202422,25202762,Nanog_1k_peak_6301,228,.,10.9855,26.60458,22.87057,186,False,True,False
1474,chr15,25308844,25309372,Nanog_1k_peak_6304,155,.,10.13536,19.02342,15.5956,222,True,True,False
1475,chr15,25315092,25315423,Nanog_1k_peak_6305,273,.,12.19443,31.28752,27.386940000000003,184,True,True,False
1476,chr15,25568677,25568903,Nanog_1k_peak_6309,159,.,11.07559,19.38956,15.94561,186,False,True,True
1477,chr15,25584277,25584715,Nanog_1k_peak_6310,170,.,10.77388,20.57733,17.081870000000002,171,False,False,True
1478,chr15,25681601,25681859,Nanog_1k_peak_6313,353,.,12.643139999999999,39.480129999999996,35.31742,88,False,False,True
1479,chr15,26165474,26165916,Nanog_1k_peak_6319,295,.,12.69556,33.51249,29.53748,190,False,True,False
1480,chr15,26322333,26322646,Nanog_1k_peak_6324,175,.,11.617569999999999,21.08848,17.57116,167,True,True,False
1481,chr15,26675709,26675899,Nanog_1k_peak_6329,154,.,10.3229,18.86466,15.444170000000002,118,False,True,False
1482,chr15,26908390,26908597,Nanog_1k_peak_6331,254,.,14.3455,29.29096,25.46005,92,True,False,True
1483,chr15,26984427,26984605,Nanog_1k_peak_6337,308,.,13.4373,34.85501,30.83652,97,True,False,True
1484,chr15,26992052,26992416,Nanog_1k_peak_6339,380,.,15.61815,42.30151,38.0542,96,True,False,True
1485,chr15,27358350,27358695,Nanog_1k_peak_6348,240,.,12.75922,27.823529999999998,24.04549,263,False,True,True
1486,chr15,27367831,27368064,Nanog_1k_peak_6350,217,.,10.01272,25.4122,21.72201,105,True,True,True
1487,chr15,27374601,27374964,Nanog_1k_peak_6354,344,.,11.03463,38.58948,34.45344,202,False,False,True
1488,chr15,27439029,27439311,Nanog_1k_peak_6357,395,.,12.76795,43.86416,39.571740000000005,200,True,False,True
1489,chr15,27774165,27774320,Nanog_1k_peak_6368,198,.,12.72991,23.48789,19.8714,71,False,True,True
1490,chr15,27879380,27879933,Nanog_1k_peak_6371,674,.,17.69872,72.5151,67.42775999999999,230,True,False,True
1491,chr15,27910619,27910871,Nanog_1k_peak_6375,234,.,13.12248,27.22852,23.47185,143,False,True,False
1492,chr15,28284955,28285436,Nanog_1k_peak_6380,481,.,11.48352,52.75489,48.19928,188,True,True,False
1493,chr15,28384215,28384455,Nanog_1k_peak_6387,345,.,17.28708,38.690020000000004,34.55133,110,True,False,True
1494,chr15,29012530,29012736,Nanog_1k_peak_6397,529,.,16.791610000000002,57.59701999999999,52.90733,107,True,False,True
1495,chr15,29015934,29016246,Nanog_1k_peak_6398,340,.,12.313839999999999,38.12617,34.00383,149,False,True,True
1496,chr15,29140101,29140367,Nanog_1k_peak_6406,146,.,10.111,18.06691,14.682570000000002,131,False,True,False
1497,chr15,29351819,29352535,Nanog_1k_peak_6409,224,.,11.74734,26.116220000000002,22.40051,617,False,True,False
1498,chr15,29613280,29613441,Nanog_1k_peak_6415,176,.,11.44122,21.21649,17.69407,47,False,True,True
1499,chr15,29661254,29661471,Nanog_1k_peak_6417,267,.,13.695689999999999,30.652140000000003,26.77358,118,True,False,True
1500,chr15,29780241,29780404,Nanog_1k_peak_6421,158,.,10.009689999999999,19.31063,15.8703,99,False,True,False
1501,chr15,29875150,29875483,Nanog_1k_peak_6424,190,.,12.443810000000001,22.59007,19.01021,134,False,True,False
1502,chr15,30118311,30118582,Nanog_1k_peak_6431,197,.,11.79997,23.328429999999997,19.718420000000002,79,False,True,False
1503,chr15,30485997,30486366,Nanog_1k_peak_6448,534,.,14.90049,58.122719999999994,53.41835,133,False,False,True
1504,chr15,30649260,30649427,Nanog_1k_peak_6451,207,.,13.203079999999998,24.3662,20.715329999999998,105,False,True,False
1505,chr15,30684867,30685422,Nanog_1k_peak_6452,230,.,11.429310000000001,26.78173,23.041829999999997,174,False,True,False
1506,chr15,30838722,30838868,Nanog_1k_peak_6458,174,.,10.38562,20.97551,17.46311,72,True,True,False
1507,chr15,31023051,31023187,Nanog_1k_peak_6464,205,.,13.283570000000001,24.22016,20.57495,66,False,True,False
1508,chr15,31177263,31177478,Nanog_1k_peak_6468,191,.,11.46867,22.77617,19.18894,112,True,True,False
1509,chr15,31516530,31516754,Nanog_1k_peak_6470,238,.,13.98691,27.574690000000004,23.80508,64,False,True,False
1510,chr15,31714048,31714327,Nanog_1k_peak_6475,145,.,10.04293,17.95191,14.573070000000001,224,True,True,False
1511,chr15,32113148,32113275,Nanog_1k_peak_6481,135,.,10.008610000000001,16.85164,13.52466,64,False,True,False
1512,chr15,32596123,32596302,Nanog_1k_peak_6486,221,.,13.27961,25.8335,22.12765,93,False,True,False
1513,chr15,33065856,33066038,Nanog_1k_peak_6489,136,.,10.089839999999999,17.00628,13.6708,44,True,True,False
1514,chr15,33077054,33077175,Nanog_1k_peak_6491,242,.,13.62013,28.0636,24.2766,74,False,True,False
1515,chr15,33319243,33319569,Nanog_1k_peak_6494,314,.,13.800120000000001,35.501909999999995,31.46231,103,False,True,True
1516,chr15,33345902,33346273,Nanog_1k_peak_6499,1055,.,20.16048,111.38533999999999,105.54105,226,True,False,True
1517,chr15,33353929,33354201,Nanog_1k_peak_6500,159,.,11.07559,19.38956,15.94561,41,False,True,True
1518,chr15,33966569,33966788,Nanog_1k_peak_6507,506,.,15.695689999999999,55.315509999999996,50.68757,93,False,False,True
1519,chr15,34121570,34121845,Nanog_1k_peak_6513,173,.,10.64967,20.88428,17.37596,61,False,True,False
1520,chr15,34592983,34593187,Nanog_1k_peak_6525,440,.,13.888589999999999,48.44393,44.01513,78,True,False,True
1521,chr15,34622322,34622977,Nanog_1k_peak_6528,304,.,13.20584,34.43911,30.433690000000002,373,False,True,False
1522,chr15,35286760,35286961,Nanog_1k_peak_6538,138,.,10.17239,17.164920000000002,13.82236,79,True,True,False
1523,chr15,35353285,35353702,Nanog_1k_peak_6539,257,.,11.60215,29.57126,25.72989,85,True,False,True
1524,chr15,35407633,35408019,Nanog_1k_peak_6540,185,.,11.69052,22.115270000000002,18.55419,327,False,True,True
1525,chr15,35424535,35424936,Nanog_1k_peak_6541,387,.,14.78754,42.98235,38.714690000000004,195,False,False,True
1526,chr15,35617662,35617819,Nanog_1k_peak_6543,154,.,10.82042,18.92097,15.49779,63,False,False,True
1527,chr15,35661562,35661819,Nanog_1k_peak_6545,414,.,11.57255,45.74774,41.40097,73,True,True,True
1528,chr15,35665712,35666062,Nanog_1k_peak_6546,298,.,10.08028,33.868359999999996,29.881059999999998,134,False,True,True
1529,chr15,35930122,35930246,Nanog_1k_peak_6549,202,.,12.7154,23.88549,20.252570000000002,49,False,True,False
1530,chr15,36187599,36187877,Nanog_1k_peak_6555,209,.,12.5786,24.63632,20.97532,100,False,True,False
1531,chr15,36429155,36429517,Nanog_1k_peak_6558,230,.,11.769689999999999,26.76032,23.02099,173,True,True,False
1532,chr15,36537573,36537853,Nanog_1k_peak_6564,227,.,11.25683,26.480040000000002,22.75048,88,False,True,True
1533,chr15,36598165,36598587,Nanog_1k_peak_6566,801,.,24.876360000000002,85.55923,80.1782,173,True,False,True
1534,chr15,36643570,36643776,Nanog_1k_peak_6568,243,.,13.97988,28.10257,24.31447,74,False,True,False
1535,chr15,36789030,36789277,Nanog_1k_peak_6570,267,.,14.4247,30.616559999999996,26.739320000000003,160,False,True,False
1536,chr15,36890223,36890540,Nanog_1k_peak_6573,189,.,11.90373,22.4781,18.90297,118,True,True,False
1537,chr15,37274373,37274467,Nanog_1k_peak_6578,172,.,11.78588,20.75348,17.25005,30,False,False,True
1538,chr15,37559291,37559634,Nanog_1k_peak_6579,309,.,15.06526,34.94153,30.9204,80,False,False,True
1539,chr15,37793512,37793605,Nanog_1k_peak_6584,161,.,10.77004,19.61965,16.16514,45,True,True,False
1540,chr15,37929026,37929235,Nanog_1k_peak_6587,167,.,11.125119999999999,20.22804,16.74781,129,False,False,True
1541,chr15,38225524,38225786,Nanog_1k_peak_6588,312,.,14.866679999999999,35.287240000000004,31.254579999999997,202,False,True,False
1542,chr15,38249003,38249188,Nanog_1k_peak_6589,163,.,10.32643,19.83483,16.37132,147,False,True,False
1543,chr15,38263343,38263463,Nanog_1k_peak_6590,177,.,11.73299,21.29344,17.768420000000003,63,False,True,False
1544,chr15,38290686,38290810,Nanog_1k_peak_6591,218,.,13.610289999999999,25.503339999999998,21.810029999999998,80,True,True,False
1545,chr15,38540389,38540809,Nanog_1k_peak_6595,158,.,10.303360000000001,19.30213,15.86219,202,False,True,False
1546,chr15,38641343,38641640,Nanog_1k_peak_6598,220,.,12.22885,25.73501,22.032729999999997,76,False,True,False
1547,chr15,38903866,38904036,Nanog_1k_peak_6601,176,.,11.88278,21.20855,17.68645,73,True,True,False
1548,chr15,39843154,39843271,Nanog_1k_peak_6611,194,.,12.86175,23.0552,19.456329999999998,54,False,False,True
1549,chr15,39905791,39906212,Nanog_1k_peak_6614,336,.,10.96972,37.80182,33.68949,175,False,True,False
1550,chr15,41444585,41444731,Nanog_1k_peak_6629,526,.,24.765,57.321130000000004,52.64025,69,False,False,True
1551,chr15,41647745,41648019,Nanog_1k_peak_6633,373,.,16.47355,41.58805,37.362,63,False,False,True
1552,chr15,41732391,41732508,Nanog_1k_peak_6637,193,.,12.60989,22.9029,19.310660000000002,51,False,True,False
1553,chr15,41807284,41807517,Nanog_1k_peak_6638,377,.,15.86312,41.9991,37.76017,71,False,False,True
1554,chr15,41819770,41819935,Nanog_1k_peak_6641,200,.,11.35056,23.68993,20.06533,92,False,False,True
1555,chr15,42204605,42204751,Nanog_1k_peak_6643,242,.,13.62013,28.0636,24.2766,50,True,True,True
1556,chr15,42215478,42215749,Nanog_1k_peak_6644,245,.,13.79451,28.357359999999996,24.55975,146,True,False,True
1557,chr15,43526471,43527486,Nanog_1k_peak_6661,512,.,11.230410000000001,55.912209999999995,51.26849,834,False,False,True
1558,chr15,43775498,43775696,Nanog_1k_peak_6670,155,.,10.8761,19.022389999999998,15.5949,65,True,True,False
1559,chr15,43834527,43834775,Nanog_1k_peak_6671,139,.,10.0807,17.259929999999997,13.91285,104,False,True,False
1560,chr15,44120842,44121046,Nanog_1k_peak_6677,520,.,14.603929999999998,56.67892,52.01547,72,False,False,True
1561,chr15,44123518,44123804,Nanog_1k_peak_6678,409,.,13.09105,45.27261,40.93995,157,False,False,True
1562,chr15,44827431,44827527,Nanog_1k_peak_6682,139,.,10.22819,17.273020000000002,13.92472,50,True,False,True
1563,chr15,45548551,45548786,Nanog_1k_peak_6686,341,.,17.42401,38.25266,34.12672,64,False,False,True
1564,chr15,45597640,45597833,Nanog_1k_peak_6687,196,.,12.78046,23.22873,19.623079999999998,124,False,True,True
1565,chr15,45605113,45605439,Nanog_1k_peak_6688,717,.,25.23907,76.91364,71.71281,86,True,False,True
1566,chr15,46750541,46750645,Nanog_1k_peak_6699,146,.,10.3438,18.069470000000003,14.68489,62,False,False,True
1567,chr15,46835876,46836302,Nanog_1k_peak_6701,1190,.,22.44121,125.03906,119.04619,214,False,False,True
1568,chr15,46995212,46995345,Nanog_1k_peak_6704,193,.,12.41217,22.9134,19.32078,74,False,True,False
