,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,FitCUT&RUN specific,contain nanog motif,dome new peak
4875,chr17,4188842,4189061,Nanog_dome_peak_13396,235,.,13.97287,26.585240000000002,23.550629999999998,137,True,False,True
4876,chr17,4213281,4213436,Nanog_dome_peak_13397,224,.,13.36764,25.49721,22.48627,61,False,False,True
4877,chr17,4224637,4224937,Nanog_dome_peak_13399,192,.,12.02979,22.23573,19.29963,121,True,False,True
4878,chr17,4245338,4245472,Nanog_dome_peak_13401,429,.,21.898889999999998,46.36808,42.97299,77,False,False,True
4879,chr17,4306747,4306920,Nanog_dome_peak_13405,204,.,10.4957,23.38704,20.42385,70,True,False,True
4880,chr17,4317460,4317617,Nanog_dome_peak_13406,243,.,14.69915,27.394170000000003,24.34198,77,True,False,False
4881,chr17,5050828,5051249,Nanog_dome_peak_13412,502,.,12.833060000000001,53.764880000000005,50.25618,134,True,True,True
4882,chr17,5060984,5061146,Nanog_dome_peak_13414,139,.,10.00273,16.71913,13.9292,71,False,False,True
4883,chr17,5070679,5070858,Nanog_dome_peak_13416,175,.,11.230030000000001,20.409589999999998,17.51943,64,False,False,True
4884,chr17,5539804,5540160,Nanog_dome_peak_13420,567,.,22.84631,60.39406999999999,56.79159,207,False,False,False
4885,chr17,5610954,5611167,Nanog_dome_peak_13423,237,.,14.28914,26.795720000000003,23.75631,113,True,False,True
4886,chr17,5633101,5633333,Nanog_dome_peak_13424,270,.,15.40726,30.11138,27.00362,173,True,False,False
4887,chr17,5802790,5802970,Nanog_dome_peak_13426,223,.,13.849929999999999,25.35063,22.34292,111,True,False,True
4888,chr17,5896476,5896652,Nanog_dome_peak_13427,334,.,18.16443,36.69129,33.45878,101,True,True,True
4889,chr17,6061859,6062053,Nanog_dome_peak_13429,291,.,16.56679,32.33319,29.18195,127,True,True,True
4890,chr17,6076097,6076361,Nanog_dome_peak_13430,509,.,21.74814,54.42142,50.90328,169,True,False,False
4891,chr17,6230771,6231047,Nanog_dome_peak_13431,292,.,16.61488,32.42931,29.27624,39,False,False,True
4892,chr17,6451806,6451913,Nanog_dome_peak_13434,153,.,10.69476,18.20789,15.37645,82,True,False,True
4893,chr17,6508108,6508246,Nanog_dome_peak_13437,569,.,25.31619,60.54299,56.938590000000005,72,True,False,False
4894,chr17,6817229,6817350,Nanog_dome_peak_13441,197,.,12.68982,22.66265,19.716379999999997,60,True,False,True
4895,chr17,7147288,7147569,Nanog_dome_peak_13444,152,.,10.6312,18.07698,15.249429999999998,109,True,False,True
4896,chr17,7206474,7206733,Nanog_dome_peak_13446,162,.,11.09274,19.05731,16.202720000000003,115,False,False,True
4897,chr17,7302423,7302970,Nanog_dome_peak_13448,198,.,11.80374,22.80804,19.85847,450,False,False,True
4898,chr17,7333563,7333860,Nanog_dome_peak_13449,298,.,16.72456,33.03629,29.8712,156,False,False,True
4899,chr17,8126178,8126486,Nanog_dome_peak_13458,751,.,27.474429999999998,78.95352,75.10278000000001,183,False,True,True
4900,chr17,8133428,8133755,Nanog_dome_peak_13459,422,.,20.13043,45.62192,42.2389,251,False,True,True
4901,chr17,8268343,8268552,Nanog_dome_peak_13461,148,.,10.483260000000001,17.717270000000003,14.899629999999998,135,False,False,True
4902,chr17,8317898,8318395,Nanog_dome_peak_13464,1400,.,18.88945,144.71223,140.05968000000001,151,True,False,False
4903,chr17,8396885,8397060,Nanog_dome_peak_13467,161,.,11.01265,19.00994,16.15677,77,True,False,True
4904,chr17,8630033,8630216,Nanog_dome_peak_13470,263,.,15.30075,29.48191,26.38652,119,True,False,True
4905,chr17,8727721,8727928,Nanog_dome_peak_13472,286,.,15.09084,31.741490000000002,28.60165,133,True,True,True
4906,chr17,8985232,8985533,Nanog_dome_peak_13476,261,.,14.6673,29.288090000000004,26.19645,132,True,True,True
4907,chr17,9895849,9896135,Nanog_dome_peak_13483,345,.,18.224629999999998,37.81324,34.56081,106,True,True,False
4908,chr17,9932583,9932830,Nanog_dome_peak_13486,267,.,12.824060000000001,29.815309999999997,26.7132,86,True,False,True
4909,chr17,10059942,10060179,Nanog_dome_peak_13488,250,.,14.569189999999999,28.11725,25.04993,73,False,True,True
4910,chr17,10169431,10169664,Nanog_dome_peak_13489,294,.,15.91901,32.57647,29.420379999999998,114,False,False,True
4911,chr17,10206956,10207352,Nanog_dome_peak_13490,208,.,11.062710000000001,23.779120000000002,20.80676,150,True,False,True
4912,chr17,10315712,10315948,Nanog_dome_peak_13492,1040,.,29.661409999999997,108.24947,104.03333,78,False,False,False
4913,chr17,10322430,10322776,Nanog_dome_peak_13493,277,.,13.82535,30.870309999999996,27.74724,146,True,False,True
4914,chr17,10376135,10376328,Nanog_dome_peak_13496,208,.,13.07752,23.80825,20.83532,99,False,False,True
4915,chr17,10441075,10441285,Nanog_dome_peak_13497,202,.,10.04903,23.17739,20.21922,125,True,False,True
4916,chr17,10443851,10444172,Nanog_dome_peak_13498,329,.,12.029060000000001,36.21209,32.98794,111,True,False,True
4917,chr17,10447321,10447629,Nanog_dome_peak_13499,256,.,11.13035,28.70277,25.62342,113,False,True,True
4918,chr17,10475302,10475463,Nanog_dome_peak_13502,195,.,12.1524,22.451529999999998,19.51014,63,False,True,True
4919,chr17,10517669,10517880,Nanog_dome_peak_13503,195,.,12.18344,22.50638,19.56342,58,True,False,True
4920,chr17,10566353,10566524,Nanog_dome_peak_13506,349,.,17.01649,38.23198,34.97185,62,False,False,False
4921,chr17,10593157,10593471,Nanog_dome_peak_13508,469,.,20.29684,50.37916,46.921440000000004,190,True,False,True
4922,chr17,10717141,10717383,Nanog_dome_peak_13510,164,.,11.1969,19.28911,16.428420000000003,171,False,True,True
4923,chr17,10824395,10824551,Nanog_dome_peak_13511,233,.,14.04863,26.3302,23.300829999999998,59,False,False,True
4924,chr17,10840063,10840233,Nanog_dome_peak_13512,414,.,20.45065,44.82841,41.45828,67,True,False,True
4925,chr17,10875607,10875882,Nanog_dome_peak_13517,605,.,22.06346,64.17003000000001,60.5148,185,False,True,True
4926,chr17,10876061,10876287,Nanog_dome_peak_13518,209,.,10.83115,23.96343,20.98677,73,True,False,True
4927,chr17,10915370,10915694,Nanog_dome_peak_13520,884,.,22.32934,92.47274,88.45078000000001,170,False,False,True
4928,chr17,10920738,10921077,Nanog_dome_peak_13522,493,.,13.006219999999999,52.80373,49.30935,187,True,False,True
4929,chr17,10933637,10933875,Nanog_dome_peak_13525,480,.,16.523870000000002,51.56624,48.090559999999996,167,False,True,False
4930,chr17,10938973,10939293,Nanog_dome_peak_13527,310,.,15.03764,34.22115,31.033720000000002,226,True,False,True
4931,chr17,10968483,10968849,Nanog_dome_peak_13530,947,.,26.80322,98.80915,94.71001,195,False,False,True
4932,chr17,10969652,10969777,Nanog_dome_peak_13531,239,.,10.51432,26.945190000000004,23.90254,56,True,False,True
4933,chr17,10993789,10994136,Nanog_dome_peak_13534,952,.,18.378320000000002,99.36249000000001,95.25593,123,False,True,True
4934,chr17,11001553,11002044,Nanog_dome_peak_13535,370,.,13.406320000000001,40.325379999999996,37.02993,358,True,False,True
4935,chr17,11008285,11008641,Nanog_dome_peak_13536,694,.,12.17821,73.21239,69.43642,176,True,False,True
4936,chr17,11013698,11013936,Nanog_dome_peak_13540,505,.,10.664589999999999,54.072559999999996,50.55952,124,True,False,True
4937,chr17,11103131,11103468,Nanog_dome_peak_13544,1481,.,28.167920000000002,152.88733,148.14566000000002,173,False,False,False
4938,chr17,11224146,11224647,Nanog_dome_peak_13548,271,.,14.551879999999999,30.22605,27.1158,390,False,False,True
4939,chr17,11320976,11321258,Nanog_dome_peak_13552,380,.,14.286320000000002,41.313759999999995,38.001490000000004,49,True,False,True
4940,chr17,11338363,11338631,Nanog_dome_peak_13556,225,.,13.401779999999999,25.55772,22.54542,93,True,False,True
4941,chr17,11418519,11418965,Nanog_dome_peak_13560,555,.,17.577170000000002,59.182930000000006,55.596830000000004,179,True,False,False
4942,chr17,11439746,11439871,Nanog_dome_peak_13561,245,.,14.708820000000001,27.63133,24.574289999999998,56,True,True,True
4943,chr17,11518852,11519075,Nanog_dome_peak_13563,305,.,16.87288,33.77001,30.5913,130,True,True,True
4944,chr17,11538052,11538299,Nanog_dome_peak_13564,330,.,17.35565,36.254540000000006,33.02968,76,False,False,True
4945,chr17,11546713,11546915,Nanog_dome_peak_13565,165,.,11.206719999999999,19.39685,16.533089999999998,64,True,False,True
4946,chr17,11639572,11639719,Nanog_dome_peak_13570,201,.,12.83372,23.08502,20.12912,64,True,False,True
4947,chr17,11656619,11656862,Nanog_dome_peak_13572,196,.,12.246,22.61721,19.671889999999998,177,True,True,True
4948,chr17,11738019,11738527,Nanog_dome_peak_13574,1086,.,21.37375,112.94724,108.67488,361,False,False,False
4949,chr17,11750912,11751018,Nanog_dome_peak_13575,277,.,15.789810000000001,30.825979999999998,27.70386,49,True,True,True
4950,chr17,12043505,12043732,Nanog_dome_peak_13580,411,.,20.24638,44.46632,41.10257,115,True,False,True
4951,chr17,12200813,12201197,Nanog_dome_peak_13587,176,.,10.78204,20.59091,17.69606,31,True,False,True
4952,chr17,12218360,12218508,Nanog_dome_peak_13590,174,.,11.20227,20.36146,17.47257,79,True,False,True
4953,chr17,12252337,12252463,Nanog_dome_peak_13591,333,.,15.217929999999999,36.575759999999995,33.34499,42,True,False,True
4954,chr17,12253331,12253483,Nanog_dome_peak_13592,420,.,17.82672,45.40477,42.025040000000004,81,True,True,False
4955,chr17,12473802,12473966,Nanog_dome_peak_13600,255,.,11.80437,28.67724,25.59851,56,True,False,True
4956,chr17,12474237,12474396,Nanog_dome_peak_13601,230,.,10.99855,26.02555,23.0033,95,True,False,True
4957,chr17,12737263,12737453,Nanog_dome_peak_13604,216,.,13.50632,24.675629999999998,21.68326,86,False,False,True
4958,chr17,12764296,12764508,Nanog_dome_peak_13605,259,.,14.809270000000001,29.023740000000004,25.937829999999998,110,True,False,True
4959,chr17,12860729,12860899,Nanog_dome_peak_13608,162,.,11.07659,19.1364,16.27975,58,True,False,True
4960,chr17,12895183,12895420,Nanog_dome_peak_13609,175,.,11.687289999999999,20.398770000000003,17.50897,151,True,True,True
4961,chr17,12927474,12927656,Nanog_dome_peak_13611,308,.,16.42738,34.039229999999996,30.855390000000003,62,False,True,True
4962,chr17,12943267,12943502,Nanog_dome_peak_13612,267,.,14.67629,29.85645,26.753709999999998,75,True,False,True
4963,chr17,12994473,12994623,Nanog_dome_peak_13614,180,.,11.74515,20.95085,18.047179999999997,55,True,False,True
4964,chr17,13113318,13113582,Nanog_dome_peak_13618,375,.,18.58362,40.90461,37.599309999999996,185,True,True,True
4965,chr17,13152080,13152271,Nanog_dome_peak_13620,184,.,11.21673,21.31663,18.40386,112,True,False,True
4966,chr17,13556931,13557299,Nanog_dome_peak_13627,808,.,21.281229999999997,84.77555,80.85049000000001,119,False,False,False
4967,chr17,13805044,13805470,Nanog_dome_peak_13631,702,.,22.153370000000002,74.01364000000001,70.22721,201,True,False,True
4968,chr17,13842969,13843182,Nanog_dome_peak_13633,303,.,16.44764,33.50992,30.336129999999997,77,False,True,True
4969,chr17,13875957,13876159,Nanog_dome_peak_13635,191,.,10.057789999999999,22.06658,19.13467,84,True,False,True
4970,chr17,13876665,13876998,Nanog_dome_peak_13636,473,.,18.27029,50.841609999999996,47.37712,190,False,True,False
4971,chr17,13985717,13986049,Nanog_dome_peak_13638,203,.,12.07541,23.2661,20.30571,136,True,False,True
4972,chr17,14280162,14280497,Nanog_dome_peak_13646,191,.,12.16467,22.07324,19.14108,202,True,False,False
4973,chr17,14673816,14674407,Nanog_dome_peak_13652,468,.,11.1035,50.33184,46.874790000000004,161,True,False,True
4974,chr17,14676234,14676407,Nanog_dome_peak_13653,426,.,10.5224,46.08764,42.69692,89,True,True,True
4975,chr17,14705045,14705260,Nanog_dome_peak_13655,675,.,26.20744,71.32516,67.5736,81,False,False,False
4976,chr17,14852066,14852291,Nanog_dome_peak_13661,269,.,15.605479999999998,30.07007,26.963209999999997,134,True,False,True
4977,chr17,14869973,14870227,Nanog_dome_peak_13662,243,.,14.19222,27.435879999999997,24.38291,152,True,False,True
4978,chr17,14964710,14964910,Nanog_dome_peak_13663,244,.,12.18697,27.472509999999996,24.418770000000002,68,True,False,True
4979,chr17,14965266,14965557,Nanog_dome_peak_13664,367,.,16.02561,40.08862,36.79725,149,True,False,True
4980,chr17,15153437,15153762,Nanog_dome_peak_13666,189,.,11.24705,21.87681,18.94963,211,True,False,True
4981,chr17,15213273,15213550,Nanog_dome_peak_13667,435,.,20.07215,46.96087,43.55611,186,True,False,True
4982,chr17,15528577,15528730,Nanog_dome_peak_13672,163,.,11.16196,19.21088,16.35204,54,True,False,True
4983,chr17,15535354,15535497,Nanog_dome_peak_13673,189,.,12.342130000000001,21.90023,18.97251,77,True,False,True
4984,chr17,15667222,15667529,Nanog_dome_peak_13676,450,.,21.76341,48.482440000000004,45.05365,122,True,False,False
4985,chr17,15673785,15674097,Nanog_dome_peak_13677,437,.,19.76843,47.187740000000005,43.77929,149,False,False,True
4986,chr17,15981599,15981791,Nanog_dome_peak_13681,221,.,11.19464,25.172810000000002,22.16941,96,True,True,True
4987,chr17,15983492,15983735,Nanog_dome_peak_13682,235,.,11.67273,26.594040000000003,23.55933,163,True,True,True
4988,chr17,16067538,16067662,Nanog_dome_peak_13684,157,.,10.43213,18.61371,15.771,37,False,False,True
4989,chr17,16089970,16090141,Nanog_dome_peak_13686,423,.,16.722479999999997,45.76682,42.38165,92,True,False,True
4990,chr17,16095145,16095441,Nanog_dome_peak_13687,822,.,22.81018,86.16032,82.21715,153,False,False,False
4991,chr17,16369449,16369673,Nanog_dome_peak_13697,261,.,14.6673,29.288090000000004,26.19645,118,False,True,False
4992,chr17,16597265,16597494,Nanog_dome_peak_13700,147,.,10.41783,17.570529999999998,14.75699,145,False,True,True
4993,chr17,16708485,16708675,Nanog_dome_peak_13705,250,.,12.58619,28.1495,25.08176,94,True,False,True
4994,chr17,16723161,16723922,Nanog_dome_peak_13709,401,.,14.32426,43.54902,40.199940000000005,580,False,False,True
4995,chr17,16755137,16755304,Nanog_dome_peak_13711,578,.,21.968629999999997,61.428830000000005,57.81191999999999,80,True,False,False
4996,chr17,16849797,16850023,Nanog_dome_peak_13715,540,.,20.755979999999997,57.638130000000004,54.07331,91,True,False,True
4997,chr17,17027693,17028061,Nanog_dome_peak_13721,145,.,10.13509,17.35799,14.550329999999999,64,True,False,True
4998,chr17,17047022,17047393,Nanog_dome_peak_13723,252,.,14.68622,28.331559999999996,25.26013,157,True,False,True
4999,chr17,17440143,17440435,Nanog_dome_peak_13729,206,.,11.28132,23.574189999999998,20.60685,162,True,False,True
5000,chr17,17463789,17464136,Nanog_dome_peak_13730,384,.,16.98689,41.73146,38.41236,100,False,False,True
5001,chr17,17615004,17615564,Nanog_dome_peak_13732,169,.,10.90568,19.851020000000002,16.97589,117,True,False,True
5002,chr17,17650214,17650500,Nanog_dome_peak_13735,227,.,13.74027,25.74584,22.72952,154,False,False,True
5003,chr17,17704927,17705151,Nanog_dome_peak_13737,209,.,12.94392,23.881510000000002,20.9068,150,True,False,True
5004,chr17,17718517,17718863,Nanog_dome_peak_13738,402,.,18.5185,43.59275,40.24305,157,False,True,True
5005,chr17,17761783,17761987,Nanog_dome_peak_13741,288,.,15.61026,32.0386,28.89285,106,True,False,True
5006,chr17,17804594,17804738,Nanog_dome_peak_13742,300,.,16.818920000000002,33.218379999999996,30.04992,68,True,False,True
5007,chr17,17853415,17853639,Nanog_dome_peak_13743,202,.,12.60192,23.255129999999998,20.29509,140,True,False,True
5008,chr17,17880007,17880330,Nanog_dome_peak_13744,403,.,18.14321,43.69207,40.34077,157,True,False,True
5009,chr17,17915612,17915765,Nanog_dome_peak_13747,198,.,12.71963,22.84964,19.89905,49,True,True,True
5010,chr17,17932951,17933254,Nanog_dome_peak_13750,202,.,12.60192,23.255129999999998,20.29509,87,True,True,True
5011,chr17,17951651,17951898,Nanog_dome_peak_13752,426,.,12.81535,46.04865,42.65865,83,False,False,False
5012,chr17,17952092,17952328,Nanog_dome_peak_13753,643,.,17.16395,68.02415,64.31689,89,True,False,False
5013,chr17,17966818,17967078,Nanog_dome_peak_13757,317,.,14.256210000000001,34.92733,31.7268,116,True,False,True
5014,chr17,17970799,17971021,Nanog_dome_peak_13758,302,.,13.0379,33.46532,30.292240000000003,97,True,False,False
5015,chr17,18000047,18000331,Nanog_dome_peak_13760,458,.,20.537229999999997,49.246559999999995,45.80639,175,False,False,True
5016,chr17,18031597,18031966,Nanog_dome_peak_13761,1099,.,31.21981,114.24846000000001,109.96055,178,True,False,False
5017,chr17,18071280,18071528,Nanog_dome_peak_13763,181,.,11.77738,21.010920000000002,18.10559,165,False,True,True
5018,chr17,18110968,18111270,Nanog_dome_peak_13767,303,.,16.44764,33.50992,30.336129999999997,160,True,False,True
5019,chr17,18182093,18182290,Nanog_dome_peak_13773,166,.,11.27294,19.531029999999998,16.66408,70,True,False,False
5020,chr17,18415994,18416132,Nanog_dome_peak_13775,152,.,10.6312,18.07698,15.249429999999998,73,True,False,False
5021,chr17,18430864,18431035,Nanog_dome_peak_13777,230,.,14.13849,26.0359,23.013270000000002,104,False,False,False
5022,chr17,18546130,18546414,Nanog_dome_peak_13779,169,.,11.30925,19.8278,16.9531,179,True,False,True
5023,chr17,18553391,18553757,Nanog_dome_peak_13780,201,.,12.50281,23.07617,20.12063,234,True,False,False
5024,chr17,18623281,18623662,Nanog_dome_peak_13784,1481,.,19.43121,152.91536000000002,148.17349,213,False,True,False
5025,chr17,18730519,18730775,Nanog_dome_peak_13792,159,.,10.95683,18.76108,15.91425,79,True,True,True
5026,chr17,18761934,18762171,Nanog_dome_peak_13793,515,.,24.31675,55.109469999999995,51.58102,127,False,False,True
5027,chr17,18797153,18797327,Nanog_dome_peak_13795,187,.,12.10962,21.64012,18.719260000000002,102,False,False,True
5028,chr17,18898040,18898194,Nanog_dome_peak_13797,202,.,12.8722,23.16515,20.207279999999997,74,True,False,True
5029,chr17,18942293,18942640,Nanog_dome_peak_13799,265,.,15.38659,29.646309999999996,26.54758,124,True,True,True
5030,chr17,19155616,19155833,Nanog_dome_peak_13803,407,.,17.51969,44.12408,40.76556,133,False,False,True
5031,chr17,19155941,19156295,Nanog_dome_peak_13804,200,.,10.949810000000001,23.01908,20.06458,219,True,False,True
5032,chr17,19182249,19182796,Nanog_dome_peak_13807,166,.,11.12308,19.47789,16.61221,491,True,False,True
5033,chr17,19250699,19251010,Nanog_dome_peak_13809,325,.,14.76043,35.79432,32.57784,66,True,True,True
5034,chr17,19336210,19336397,Nanog_dome_peak_13811,151,.,10.46878,17.96959,15.14497,58,True,True,True
5035,chr17,19341737,19341899,Nanog_dome_peak_13812,281,.,12.91227,31.260379999999998,28.12984,75,True,True,True
5036,chr17,19346945,19347336,Nanog_dome_peak_13813,1754,.,15.118870000000001,180.5016,175.4496,187,False,False,True
5037,chr17,19347885,19348125,Nanog_dome_peak_13814,1324,.,12.3765,136.98619,132.42563,107,True,False,False
5038,chr17,19398008,19398105,Nanog_dome_peak_13821,186,.,11.64787,21.571460000000002,18.652639999999998,45,True,True,True
5039,chr17,19407151,19407571,Nanog_dome_peak_13822,1674,.,27.49312,172.4032,167.44083,193,False,False,False
5040,chr17,19470845,19470988,Nanog_dome_peak_13824,249,.,14.759020000000001,28.058190000000003,24.99232,84,True,False,True
5041,chr17,19476018,19476165,Nanog_dome_peak_13825,256,.,11.82266,28.70958,25.630110000000002,67,False,False,True
5042,chr17,19480881,19481106,Nanog_dome_peak_13826,708,.,22.982229999999998,74.66547,70.87055,124,True,False,False
5043,chr17,19498981,19499185,Nanog_dome_peak_13827,344,.,18.69174,37.73085,34.47985,98,True,False,True
5044,chr17,19551731,19552232,Nanog_dome_peak_13828,1366,.,19.845370000000003,141.30167,136.68935,318,False,False,True
5045,chr17,19560299,19560641,Nanog_dome_peak_13830,380,.,11.40237,41.39505,38.081540000000004,137,True,False,True
5046,chr17,19563562,19563848,Nanog_dome_peak_13831,647,.,18.11261,68.48026,64.76632,187,False,False,True
5047,chr17,19626304,19626507,Nanog_dome_peak_13833,429,.,21.59186,46.30482,42.91082,88,False,True,False
5048,chr17,20070332,20070520,Nanog_dome_peak_13844,159,.,10.99049,18.83383,15.984960000000001,62,True,False,True
5049,chr17,20209541,20209946,Nanog_dome_peak_13846,173,.,11.34173,20.21141,17.32616,302,True,False,True
5050,chr17,20236198,20236378,Nanog_dome_peak_13849,530,.,23.03734,56.614290000000004,53.06443,98,True,False,False
5051,chr17,20284817,20285128,Nanog_dome_peak_13850,1152,.,27.338590000000003,119.64984,115.29768,210,False,False,True
5052,chr17,20294962,20295121,Nanog_dome_peak_13852,274,.,15.6602,30.58205,27.464679999999998,75,True,False,True
5053,chr17,20398224,20398541,Nanog_dome_peak_13854,198,.,12.56962,22.82666,19.876620000000003,71,True,True,False
5054,chr17,20466986,20467142,Nanog_dome_peak_13858,333,.,17.831139999999998,36.55258,33.32225,45,False,False,False
5055,chr17,20493381,20493572,Nanog_dome_peak_13862,287,.,14.041979999999999,31.88246,28.73971,95,True,False,True
5056,chr17,20499065,20499316,Nanog_dome_peak_13863,1511,.,25.94351,155.95711,151.18223999999998,87,False,True,False
5057,chr17,20499771,20499994,Nanog_dome_peak_13864,1082,.,20.56339,112.52263,108.25588,118,True,False,True
5058,chr17,20530609,20530825,Nanog_dome_peak_13867,268,.,15.56121,29.98381,26.87852,106,True,False,False
5059,chr17,20923479,20923687,Nanog_dome_peak_13877,450,.,21.76341,48.482440000000004,45.05365,97,False,False,False
5060,chr17,21066087,21066321,Nanog_dome_peak_13881,232,.,13.203570000000001,26.23126,23.20441,132,True,True,True
5061,chr17,21072551,21072803,Nanog_dome_peak_13883,315,.,16.1323,34.75554,31.558159999999997,111,False,False,True
5062,chr17,21081756,21082152,Nanog_dome_peak_13885,573,.,21.18986,60.91946,57.30961,198,False,True,True
5063,chr17,21091604,21091851,Nanog_dome_peak_13886,321,.,17.47429,35.37976,32.170840000000005,102,True,False,True
5064,chr17,21100060,21100820,Nanog_dome_peak_13888,510,.,14.34826,54.59737,51.0765,555,True,False,True
5065,chr17,21126348,21126498,Nanog_dome_peak_13890,412,.,19.94539,44.60889,41.24284,80,True,False,True
5066,chr17,21198972,21199372,Nanog_dome_peak_13891,691,.,23.52601,72.95232,69.18006,161,True,False,False
5067,chr17,21217786,21217897,Nanog_dome_peak_13892,270,.,15.65001,30.157120000000003,27.0484,61,True,False,True
5068,chr17,21229915,21230154,Nanog_dome_peak_13893,239,.,13.644229999999999,26.983359999999998,23.94008,98,False,False,True
5069,chr17,21249331,21249648,Nanog_dome_peak_13895,527,.,22.836779999999997,56.272369999999995,52.727169999999994,115,True,False,True
5070,chr17,21260232,21260483,Nanog_dome_peak_13896,232,.,13.78924,26.25145,23.22428,108,True,False,False
5071,chr17,21277297,21277731,Nanog_dome_peak_13897,849,.,15.24864,88.96157,84.98267,219,True,False,False
5072,chr17,21289251,21289397,Nanog_dome_peak_13902,426,.,11.18595,46.03778,42.6479,69,True,False,False
5073,chr17,21290054,21290319,Nanog_dome_peak_13903,1566,.,26.834840000000003,161.45743000000002,156.61818,103,True,True,False
5074,chr17,21396725,21396950,Nanog_dome_peak_13904,144,.,10.23573,17.287679999999998,14.4821,105,False,False,True
5075,chr17,21418247,21418403,Nanog_dome_peak_13907,207,.,13.03988,23.733929999999997,20.76294,82,True,False,True
5076,chr17,21442253,21442693,Nanog_dome_peak_13909,371,.,15.37376,40.40532,37.108259999999994,269,True,False,True
5077,chr17,21448338,21448547,Nanog_dome_peak_13910,309,.,15.74184,34.09391,30.90901,95,False,False,True
5078,chr17,21487807,21488002,Nanog_dome_peak_13914,328,.,17.26897,36.10161,32.87942,102,True,True,False
5079,chr17,21651348,21651690,Nanog_dome_peak_13920,887,.,26.67148,92.73671999999999,88.71155999999999,202,False,False,False
5080,chr17,21663958,21664206,Nanog_dome_peak_13923,1217,.,20.92367,126.13056999999999,121.70103999999999,171,True,True,True
5081,chr17,21675536,21675905,Nanog_dome_peak_13927,1948,.,29.54774,200.08632,194.80489,138,False,False,False
5082,chr17,21691730,21691991,Nanog_dome_peak_13928,197,.,11.750860000000001,22.71921,19.77156,78,True,True,False
5083,chr17,21698210,21698343,Nanog_dome_peak_13929,144,.,10.25779,17.21914,14.41536,82,True,False,True
5084,chr17,21711808,21712037,Nanog_dome_peak_13931,277,.,12.3323,30.88875,27.76548,145,True,True,True
5085,chr17,21716560,21717018,Nanog_dome_peak_13932,214,.,10.779010000000001,24.456,21.46856,191,True,False,True
5086,chr17,21726409,21726807,Nanog_dome_peak_13933,637,.,21.00731,67.46252,63.76268,77,False,True,True
5087,chr17,21732055,21732213,Nanog_dome_peak_13934,230,.,11.7254,26.078960000000002,23.05552,102,True,False,False
5088,chr17,21734393,21734629,Nanog_dome_peak_13935,442,.,18.26344,47.69025,44.274190000000004,119,True,True,False
5089,chr17,21745641,21746090,Nanog_dome_peak_13936,472,.,17.7615,50.72607,47.26342,362,True,False,True
5090,chr17,21786068,21786364,Nanog_dome_peak_13940,736,.,12.388539999999999,77.4397,73.60825,172,True,False,True
5091,chr17,21786844,21787118,Nanog_dome_peak_13941,576,.,10.8889,61.21425,57.600590000000004,181,True,True,True
5092,chr17,21793107,21793343,Nanog_dome_peak_13944,972,.,17.64738,101.3881,97.25728000000001,83,True,False,True
5093,chr17,21798954,21799197,Nanog_dome_peak_13946,655,.,15.1022,69.27635,65.55209,134,True,True,True
5094,chr17,21811347,21811733,Nanog_dome_peak_13949,563,.,10.066230000000001,59.98239,56.38547,187,True,False,True
5095,chr17,21815652,21815989,Nanog_dome_peak_13951,669,.,11.511569999999999,70.70917,66.96555,171,True,False,True
5096,chr17,21899205,21899360,Nanog_dome_peak_13955,169,.,11.40775,19.80784,16.93376,81,False,False,True
5097,chr17,21964209,21964486,Nanog_dome_peak_13957,261,.,13.95275,29.215159999999997,26.12527,115,True,False,True
5098,chr17,22066584,22066869,Nanog_dome_peak_13959,1466,.,36.04446,151.3485,146.62274,118,False,True,False
5099,chr17,22115007,22115255,Nanog_dome_peak_13960,306,.,16.30702,33.82927,30.649520000000003,88,False,True,True
5100,chr17,22326716,22327008,Nanog_dome_peak_13965,259,.,15.04887,29.005020000000002,25.91945,118,True,False,True
5101,chr17,22456349,22456882,Nanog_dome_peak_13974,237,.,11.77208,26.764409999999998,23.72574,439,True,False,True
5102,chr17,22518500,22519019,Nanog_dome_peak_13978,1961,.,30.726129999999998,201.47446000000002,196.17931000000002,188,False,False,False
5103,chr17,22530966,22531226,Nanog_dome_peak_13979,290,.,12.32655,32.17838,29.02999,129,False,False,True
5104,chr17,22535462,22535710,Nanog_dome_peak_13980,588,.,20.18357,62.506569999999996,58.87444,184,True,False,False
5105,chr17,22584782,22584919,Nanog_dome_peak_13985,241,.,13.74252,27.15233,24.105520000000002,34,True,False,True
5106,chr17,23051639,23051865,Nanog_dome_peak_14002,156,.,10.76411,18.527079999999998,15.68626,112,True,False,True
5107,chr17,23182529,23182828,Nanog_dome_peak_14004,261,.,13.61399,29.256220000000003,26.16529,134,True,False,True
5108,chr17,23233409,23233697,Nanog_dome_peak_14007,303,.,16.1103,33.487590000000004,30.31425,91,False,False,True
5109,chr17,23258270,23258569,Nanog_dome_peak_14008,180,.,11.28946,20.957539999999998,18.053639999999998,183,True,False,True
5110,chr17,23310468,23310707,Nanog_dome_peak_14015,1393,.,20.35719,144.00694,139.36182,145,False,True,False
5111,chr17,23323243,23323569,Nanog_dome_peak_14018,332,.,14.336260000000001,36.44773,33.21926,255,True,True,True
5112,chr17,23400194,23400598,Nanog_dome_peak_14025,371,.,13.834270000000002,40.45349,37.15546,227,True,False,False
