chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain Nanog motif,1k-cell new peak,in genome bin binding from 256-cell
chr13,40096333,40096493,Nanog_1k_peak_4644,140,.,10.2846,17.38305,14.0304399999999,69,False,True,False
chr13,40437383,40437534,Nanog_1k_peak_4651,231,.,13.8588899999999,26.84364,23.10105,84,False,False,True
chr13,40567978,40568147,Nanog_1k_peak_4653,181,.,11.97083,21.72038,18.17715,97,False,True,False
chr13,40580413,40580587,Nanog_1k_peak_4654,149,.,10.49794,18.34178,14.94491,62,False,True,False
chr13,40587994,40588172,Nanog_1k_peak_4655,176,.,11.98641,21.15771,17.63781,92,False,True,False
chr13,40686227,40686778,Nanog_1k_peak_4657,332,.,16.11349,37.39685,33.29575,376,False,False,True
chr13,40726554,40726734,Nanog_1k_peak_4658,178,.,11.26187,21.3923299999999,17.86321,106,False,True,True
chr13,40751073,40751372,Nanog_1k_peak_4661,301,.,15.39602,34.1605799999999,30.16405,175,False,False,True
chr13,40771369,40771621,Nanog_1k_peak_4664,296,.,11.42037,33.67587,29.6952599999999,90,False,False,True
chr13,40771706,40771911,Nanog_1k_peak_4665,332,.,12.26976,37.36599,33.2658599999999,79,False,True,True
chr13,40815970,40816148,Nanog_1k_peak_4666,211,.,13.45311,24.84306,21.17436,80,False,True,False
chr13,40957437,40957632,Nanog_1k_peak_4667,196,.,12.81513,23.29555,19.68703,67,True,True,False
chr13,41745178,41745496,Nanog_1k_peak_4680,518,.,19.16478,56.47698,51.81837,145,False,False,True
chr13,41765999,41766187,Nanog_1k_peak_4683,430,.,20.78371,47.45614,43.0586799999999,100,False,False,True
chr13,41908665,41908838,Nanog_1k_peak_4685,163,.,11.41076,19.81408,16.3515,86,True,True,False
chr13,41999598,41999807,Nanog_1k_peak_4686,153,.,10.91007,18.80902,15.39101,106,False,True,False
chr13,42005581,42005772,Nanog_1k_peak_4687,402,.,16.45766,44.5398099999999,40.2278,58,False,False,True
chr13,42536233,42536372,Nanog_1k_peak_4697,174,.,11.56071,20.988,17.47491,60,False,True,False
chr13,42818343,42818592,Nanog_1k_peak_4701,207,.,13.39657,24.44984,20.79628,74,True,True,False
chr13,42999128,42999327,Nanog_1k_peak_4705,321,.,15.8205,36.21512,32.15256,119,False,True,False
chr13,43418480,43418793,Nanog_1k_peak_4711,247,.,13.21954,28.59546,24.78887,184,False,True,False
chr13,44237517,44237606,Nanog_1k_peak_4722,301,.,17.28398,34.13327,30.13792,48,False,True,False
chr13,44519869,44520018,Nanog_1k_peak_4725,159,.,11.10469,19.44364,15.99722,71,False,True,False
chr13,44816130,44816308,Nanog_1k_peak_4726,265,.,14.6374,30.3710599999999,26.5014599999999,102,False,True,False
chr13,45155832,45155947,Nanog_1k_peak_4733,244,.,14.3917,28.28208,24.48704,39,False,False,True
chr13,45617935,45618086,Nanog_1k_peak_4738,220,.,13.71756,25.70329,22.00251,79,False,True,True
chr13,45777337,45777619,Nanog_1k_peak_4743,167,.,10.89001,20.28201,16.79981,218,False,True,False
chr13,46021564,46022370,Nanog_1k_peak_4744,245,.,10.0145,28.34858,24.55152,183,False,False,True
chr13,46178107,46178267,Nanog_1k_peak_4750,169,.,10.9862399999999,20.4440299999999,16.9544399999999,127,False,True,False
chr13,46197680,46197824,Nanog_1k_peak_4751,238,.,14.7232399999999,27.66062,23.88826,52,False,True,False
chr13,46266469,46266573,Nanog_1k_peak_4752,226,.,14.04975,26.33235,22.60814,50,False,True,False
chr13,46416043,46416369,Nanog_1k_peak_4753,221,.,12.64343,25.84765,22.14124,164,False,True,False
chr13,46437186,46437394,Nanog_1k_peak_4756,296,.,14.6625799999999,33.5891,29.61149,124,False,True,False
chr13,46927388,46927747,Nanog_1k_peak_4767,1440,.,23.70143,150.34308,144.06491,196,False,False,True
chr13,46941803,46942031,Nanog_1k_peak_4769,412,.,19.67262,45.55087,41.2100299999999,134,False,True,True
chr13,46973488,46974033,Nanog_1k_peak_4770,191,.,10.4498,22.7389799999999,19.15327,224,False,False,True
chr13,47106822,47107030,Nanog_1k_peak_4774,148,.,10.44605,18.2498,14.85711,67,False,True,False
chr13,47574073,47574310,Nanog_1k_peak_4777,155,.,10.63981,18.9715,15.54582,77,False,True,False
chr13,48078089,48078260,Nanog_1k_peak_4784,186,.,12.21852,22.17212,18.6091,93,False,True,False
chr13,50062731,50062939,Nanog_1k_peak_4801,235,.,14.09805,27.26765,23.50985,75,False,True,False
chr13,50088102,50088235,Nanog_1k_peak_4802,151,.,10.8563,18.59309,15.18486,91,True,True,False
chr13,50235152,50235260,Nanog_1k_peak_4803,157,.,10.98921,19.22983,15.79325,41,False,True,False
chr13,50605397,50605802,Nanog_1k_peak_4805,554,.,19.40233,60.2228699999999,55.45909,251,False,False,True
chr13,50614661,50615201,Nanog_1k_peak_4806,1023,.,16.7071799999999,108.17027,102.368209999999,308,False,False,True
chr13,50624134,50624420,Nanog_1k_peak_4808,702,.,11.6906699999999,75.40829,70.24704,119,True,False,True
chr13,50625313,50625719,Nanog_1k_peak_4809,1524,.,19.3748799999999,158.80487,152.45905,157,False,False,True
chr13,51887246,51887514,Nanog_1k_peak_4818,687,.,26.14235,73.9109199999999,68.7873599999999,123,False,False,True
chr14,14729,14913,Nanog_1k_peak_4822,389,.,13.46769,43.26121,38.98527,88,False,False,True
chr14,48957,49228,Nanog_1k_peak_4824,449,.,19.27656,49.42695,44.96803,82,False,False,True
chr14,81046,81154,Nanog_1k_peak_4827,171,.,11.60546,20.69223,17.1917799999999,61,False,False,True
chr14,448642,448756,Nanog_1k_peak_4832,173,.,11.85197,20.88566,17.37714,82,False,True,False
chr14,502384,502747,Nanog_1k_peak_4833,433,.,16.95346,47.71207,43.30558,73,True,False,True
chr14,1171384,1171499,Nanog_1k_peak_4841,161,.,11.3486,19.63467,16.17975,32,False,True,False
chr14,1355607,1355807,Nanog_1k_peak_4845,141,.,10.02488,17.51412,14.15521,105,False,True,False
chr14,1605908,1606151,Nanog_1k_peak_4848,263,.,14.57385,30.26327,26.39724,146,True,False,True
chr14,1754929,1755728,Nanog_1k_peak_4850,196,.,10.1097,23.28477,19.6765,243,False,True,False
chr14,1844424,1844554,Nanog_1k_peak_4852,175,.,11.95251,21.0887,17.57133,61,False,True,False
chr14,1903373,1903707,Nanog_1k_peak_4854,292,.,15.61948,33.25463,29.28795,215,False,False,True
chr14,2233787,2234028,Nanog_1k_peak_4857,270,.,15.29589,30.92877,27.0407,58,False,False,True
chr14,3208123,3208390,Nanog_1k_peak_4871,182,.,11.76607,21.77583,18.23019,138,False,True,False
chr14,3507757,3508005,Nanog_1k_peak_4873,192,.,11.82365,22.84153,19.25169,169,True,True,False
chr14,4044398,4044637,Nanog_1k_peak_4877,207,.,12.76151,24.43792,20.78496,95,False,True,False
chr14,4058087,4058313,Nanog_1k_peak_4878,202,.,13.21618,23.89915,20.26577,55,False,True,False
chr14,4587856,4588169,Nanog_1k_peak_4884,354,.,12.3841,39.61924,35.45248,164,False,False,True
chr14,4608804,4608947,Nanog_1k_peak_4885,230,.,14.07496,26.77234,23.03277,44,False,True,False
chr14,5678305,5678544,Nanog_1k_peak_4905,255,.,10.5182899999999,29.3654,25.53174,65,False,True,True
chr14,5686689,5686916,Nanog_1k_peak_4907,296,.,13.88964,33.61586,29.63724,150,True,False,True
chr14,5820823,5821256,Nanog_1k_peak_4911,361,.,14.13031,40.30535,36.11762,187,True,True,False
chr14,5847367,5847719,Nanog_1k_peak_4913,287,.,14.5256,32.6969799999999,28.75074,170,False,True,False
chr14,6030230,6030503,Nanog_1k_peak_4916,292,.,15.9443399999999,33.20068,29.23562,38,False,False,True
chr14,6225337,6225440,Nanog_1k_peak_4917,161,.,11.16334,19.55307,16.1016,48,False,True,False
chr14,6429280,6429573,Nanog_1k_peak_4922,485,.,21.90942,53.11739,48.55124,185,False,False,True
chr14,6661330,6661479,Nanog_1k_peak_4926,337,.,17.19804,37.8676,33.75306,75,True,False,True
chr14,6954532,6954845,Nanog_1k_peak_4930,325,.,15.6656,36.64082,32.56427,227,True,False,True
chr14,6962132,6962356,Nanog_1k_peak_4931,200,.,11.3713199999999,23.72462,20.0985899999999,95,True,True,True
chr14,6991299,6991596,Nanog_1k_peak_4932,183,.,11.58675,21.93952,18.3873,140,False,True,True
chr14,8946011,8946173,Nanog_1k_peak_4952,180,.,11.38464,21.59861,18.06053,56,False,True,False
chr14,9203000,9203265,Nanog_1k_peak_4953,176,.,10.17213,21.15862,17.63853,198,False,True,False
chr14,9570816,9571181,Nanog_1k_peak_4959,297,.,14.77147,33.77271,29.78845,207,False,True,False
chr14,9713659,9713888,Nanog_1k_peak_4961,190,.,12.22902,22.5871,19.0075,64,False,True,False
chr14,9874203,9874315,Nanog_1k_peak_4962,198,.,12.47241,23.4592,19.84397,62,False,True,False
chr14,10117247,10117514,Nanog_1k_peak_4966,143,.,10.12089,17.68025,14.31354,201,True,True,False
chr14,10525594,10525821,Nanog_1k_peak_4972,316,.,14.2842299999999,35.66352,31.61914,88,True,False,True
chr14,10604146,10604415,Nanog_1k_peak_4973,302,.,16.8828399999999,34.2923,30.29213,73,False,True,False
chr14,11282432,11282612,Nanog_1k_peak_4981,258,.,15.19808,29.72712,25.88036,84,True,False,True
chr14,11783188,11783483,Nanog_1k_peak_4985,174,.,11.75791,20.9746,17.46236,194,False,True,False
chr14,12020556,12020732,Nanog_1k_peak_4989,177,.,10.57772,21.29516,17.76999,71,False,True,True
chr14,13679453,13679539,Nanog_1k_peak_5004,194,.,12.50581,23.08157,19.48205,25,False,False,True
chr14,14064362,14064532,Nanog_1k_peak_5009,181,.,11.1489,21.71339,18.17063,92,False,True,True
chr14,14201319,14201476,Nanog_1k_peak_5010,175,.,10.42348,21.03854,17.52301,40,False,True,False
chr14,14659074,14659236,Nanog_1k_peak_5022,195,.,12.5373399999999,23.1384,19.53611,79,False,True,False
chr14,14810907,14811211,Nanog_1k_peak_5028,213,.,12.1492,25.02245,21.34659,228,False,True,False
chr14,14841548,14841712,Nanog_1k_peak_5030,172,.,10.547,20.71402,17.2124299999999,56,True,True,False
chr14,14898597,14898851,Nanog_1k_peak_5033,145,.,10.04293,17.95191,14.57307,180,False,True,False
chr14,15203905,15204072,Nanog_1k_peak_5044,161,.,11.16334,19.55307,16.1016,74,False,True,False
chr14,15434746,15434931,Nanog_1k_peak_5045,144,.,10.52796,17.81863,14.4459799999999,87,True,True,True
chr14,15486183,15486275,Nanog_1k_peak_5046,136,.,10.09785,16.94972,13.6172899999999,50,False,False,True
chr14,15763900,15764085,Nanog_1k_peak_5050,244,.,10.56582,28.24648,24.45318,67,False,True,False
chr14,16013187,16013411,Nanog_1k_peak_5058,238,.,13.3390899999999,27.5915099999999,23.82105,129,False,False,True
chr14,16217229,16217585,Nanog_1k_peak_5063,875,.,23.92331,93.07021,87.54011,169,False,False,True
chr14,16476819,16477064,Nanog_1k_peak_5067,248,.,12.86134,28.61412,24.80687,75,False,True,False
chr14,17000860,17001089,Nanog_1k_peak_5082,219,.,13.4519299999999,25.64675,21.94845,147,False,True,False
chr14,17089046,17089329,Nanog_1k_peak_5088,189,.,10.33288,22.5391,18.9614899999999,121,False,True,False
chr14,17138240,17138592,Nanog_1k_peak_5091,179,.,11.8507199999999,21.50398,17.96997,198,False,True,False
chr14,17989873,17990121,Nanog_1k_peak_5107,325,.,16.48537,36.65978,32.58276,137,False,True,False
chr14,17999933,18000299,Nanog_1k_peak_5109,218,.,12.11427,25.54355,21.84872,229,False,False,True
chr14,18052099,18052557,Nanog_1k_peak_5110,203,.,11.8720699999999,23.9960299999999,20.35928,196,False,True,True
chr14,18779277,18779732,Nanog_1k_peak_5118,386,.,15.52561,42.87307,38.60899,151,False,False,True
chr14,18845366,18845776,Nanog_1k_peak_5122,241,.,11.75625,27.9685,24.18556,358,False,True,False
chr14,19380998,19381239,Nanog_1k_peak_5129,183,.,11.28692,21.94326,18.39043,140,True,True,False
chr14,19696993,19697635,Nanog_1k_peak_5135,377,.,13.54693,42.01025,37.7707599999999,335,False,True,False
chr14,20090330,20090594,Nanog_1k_peak_5142,143,.,10.14518,17.72242,14.35385,223,False,True,False
chr14,20104435,20104555,Nanog_1k_peak_5146,141,.,10.34163,17.4950799999999,14.1368,38,False,True,False
chr14,20351165,20351326,Nanog_1k_peak_5148,186,.,11.99308,22.17137,18.60849,120,True,False,True
chr14,20602942,20603326,Nanog_1k_peak_5153,174,.,10.03528,20.92817,17.4178399999999,171,False,True,False
chr14,20920891,20921256,Nanog_1k_peak_5158,192,.,11.2034,22.88261,19.29113,58,False,True,False
chr14,21109727,21109962,Nanog_1k_peak_5162,553,.,21.6897299999999,60.09703,55.3369,130,False,False,True
chr14,21140007,21140652,Nanog_1k_peak_5164,488,.,14.47495,53.40509,48.8289,118,False,False,True
chr14,21753997,21754153,Nanog_1k_peak_5171,198,.,11.52805,23.42309,19.80905,68,False,True,False
chr14,21754263,21754497,Nanog_1k_peak_5172,211,.,12.03162,24.82636,21.1581799999999,141,False,True,False
chr14,21974056,21974241,Nanog_1k_peak_5174,145,.,10.42409,17.88662,14.51087,67,True,True,False
chr14,22021839,22022011,Nanog_1k_peak_5175,153,.,10.71075,18.72245,15.30775,99,False,False,True
chr14,22076456,22076673,Nanog_1k_peak_5176,238,.,12.29133,27.64985,23.87772,120,False,True,True
chr14,22197011,22197277,Nanog_1k_peak_5182,295,.,15.4230799999999,33.55587,29.57905,194,False,False,True
chr14,22495604,22495729,Nanog_1k_peak_5184,221,.,13.27961,25.8335,22.12765,61,False,True,False
chr14,22940565,22940858,Nanog_1k_peak_5195,206,.,12.03974,24.27559,20.6282,156,False,True,True
chr14,23499661,23499848,Nanog_1k_peak_5207,268,.,15.4765799999999,30.71954,26.83884,37,False,True,False
chr14,23505306,23505604,Nanog_1k_peak_5208,533,.,21.95342,58.0346,53.33275,168,True,False,True
chr14,23594215,23594721,Nanog_1k_peak_5213,317,.,14.7339,35.74885,31.70188,407,False,True,True
chr14,23924711,23924934,Nanog_1k_peak_5221,315,.,12.70781,35.54232,31.50171,73,False,True,False
chr14,23925118,23925254,Nanog_1k_peak_5222,229,.,10.35168,26.63921,22.90397,79,False,True,False
chr14,23950812,23951363,Nanog_1k_peak_5224,231,.,11.8665399999999,26.9261,23.18061,385,False,True,False
chr14,23959326,23959614,Nanog_1k_peak_5225,534,.,22.53223,58.19219,53.48582,231,False,True,False
chr14,24410606,24410758,Nanog_1k_peak_5233,135,.,10.00861,16.85164,13.52466,54,False,True,False
chr14,24572808,24573032,Nanog_1k_peak_5237,466,.,22.51535,51.18742,46.67485,118,True,False,True
chr14,24597426,24597977,Nanog_1k_peak_5238,175,.,11.09437,21.11177,17.59315,215,False,True,True
chr14,24836393,24836713,Nanog_1k_peak_5245,466,.,14.11572,51.1267,46.61589,136,True,False,True
chr14,24935943,24936186,Nanog_1k_peak_5254,246,.,10.36436,28.45589,24.6549899999999,59,False,False,True
chr14,25465163,25465344,Nanog_1k_peak_5260,149,.,10.49794,18.34178,14.94491,63,False,True,False
chr14,25549665,25549980,Nanog_1k_peak_5263,243,.,12.21542,28.14104,24.35174,171,False,True,False
chr14,25568502,25568667,Nanog_1k_peak_5265,136,.,10.15925,17.00777,13.6721399999999,56,False,True,False
chr14,25600283,25600607,Nanog_1k_peak_5266,145,.,10.26841,17.93725,14.55945,189,False,True,True
chr14,25628477,25628733,Nanog_1k_peak_5267,294,.,15.72165,33.42822,29.456,60,False,False,True
chr14,25757239,25757425,Nanog_1k_peak_5270,376,.,19.83289,41.88465,37.64829,119,True,False,True
chr14,25894063,25894215,Nanog_1k_peak_5274,207,.,12.76151,24.43792,20.78496,51,False,True,False
chr14,26222309,26222473,Nanog_1k_peak_5279,167,.,10.84252,20.20221,16.72332,120,False,True,False
chr14,26324915,26325339,Nanog_1k_peak_5283,326,.,15.30393,36.7222,32.64308,88,True,False,True
chr14,26378770,26379125,Nanog_1k_peak_5284,338,.,12.2197,37.93192,33.81534,167,True,True,True
chr14,27030247,27030431,Nanog_1k_peak_5300,232,.,14.2213299999999,27.04263,23.2922899999999,99,False,True,False
chr14,27038924,27039313,Nanog_1k_peak_5302,175,.,10.13757,21.10047,17.58232,174,False,True,False
chr14,27269817,27270001,Nanog_1k_peak_5307,144,.,10.48703,17.78442,14.4131299999999,125,True,True,False
chr14,27533649,27533983,Nanog_1k_peak_5312,398,.,13.5626299999999,44.16622,39.86555,208,False,True,False
chr14,28024321,28024484,Nanog_1k_peak_5324,212,.,12.07838,24.9043399999999,21.23347,117,False,True,False
chr14,28293764,28293899,Nanog_1k_peak_5334,155,.,10.39102,18.97899,15.55292,63,False,True,False
chr14,28336476,28336633,Nanog_1k_peak_5337,137,.,10.11721,17.05871,13.7211299999999,67,False,True,False
chr14,29559974,29560323,Nanog_1k_peak_5363,200,.,11.3713199999999,23.72462,20.0985899999999,94,True,True,False
chr14,29941903,29942007,Nanog_1k_peak_5369,210,.,12.63418,24.73042,21.06592,75,False,True,False
chr14,30188665,30189148,Nanog_1k_peak_5374,209,.,11.23302,24.64847,20.98696,302,False,True,False
chr14,30394521,30394706,Nanog_1k_peak_5376,219,.,10.44936,25.63586,21.93787,91,True,True,False
chr14,30395482,30395633,Nanog_1k_peak_5378,256,.,11.55458,29.48434,25.6461,45,True,True,False
chr14,30532834,30533127,Nanog_1k_peak_5380,246,.,12.74765,28.4223099999999,24.6224,95,False,True,True
chr14,30542621,30543024,Nanog_1k_peak_5383,955,.,11.51177,101.25303,95.56792,161,False,False,True
chr14,30566280,30566575,Nanog_1k_peak_5386,211,.,12.00838,24.7876,21.12081,105,False,True,True
chr14,30586785,30587210,Nanog_1k_peak_5387,250,.,12.26118,28.84702,25.03214,183,True,False,True
chr14,30753568,30753739,Nanog_1k_peak_5391,149,.,10.24993,18.3026,14.90763,53,True,True,True
chr14,30797674,30797975,Nanog_1k_peak_5392,489,.,17.12225,53.49675,48.91851,114,False,False,True
chr14,30807180,30807547,Nanog_1k_peak_5393,230,.,12.53323,26.83769,23.09552,165,False,False,True
chr14,30909552,30909858,Nanog_1k_peak_5401,234,.,10.32663,27.1861599999999,23.4308,122,True,True,True
chr14,30918717,30918833,Nanog_1k_peak_5403,177,.,11.2135,21.31121,17.78523,36,False,True,True
chr14,30945265,30945580,Nanog_1k_peak_5406,574,.,19.57696,62.22376,57.40778,184,False,False,True
chr14,30958109,30958381,Nanog_1k_peak_5408,368,.,11.5169,41.01469,36.80637,149,False,False,True
chr14,30960138,30960543,Nanog_1k_peak_5409,388,.,11.83337,43.08136,38.81105,121,False,False,True
chr14,31150043,31150347,Nanog_1k_peak_5416,324,.,14.3826399999999,36.52903,32.45647,147,False,True,False
chr14,31167561,31167848,Nanog_1k_peak_5418,270,.,11.0166899999999,30.97046,27.08115,193,False,True,False
chr14,31299246,31299505,Nanog_1k_peak_5422,135,.,10.00861,16.85164,13.52466,64,True,True,False
chr14,31467813,31468148,Nanog_1k_peak_5424,213,.,11.10996,25.02733,21.351,156,True,True,False
chr14,31608217,31608593,Nanog_1k_peak_5432,331,.,15.18057,37.21125,33.11614,146,False,True,False
chr14,31903117,31903496,Nanog_1k_peak_5441,216,.,10.94769,25.33906,21.65154,143,False,True,False
chr14,32009459,32009878,Nanog_1k_peak_5447,551,.,13.0340899999999,59.9425,55.18575,219,False,False,True
chr14,32016611,32016824,Nanog_1k_peak_5448,216,.,12.36674,25.38541,21.69616,136,True,True,True
chr14,32062142,32062522,Nanog_1k_peak_5450,758,.,16.87471,81.0964099999999,75.80553,148,False,False,True
chr14,32066795,32067051,Nanog_1k_peak_5451,333,.,10.06456,37.4518099999999,33.34959,66,True,False,True
chr14,32133848,32134107,Nanog_1k_peak_5453,306,.,14.90111,34.66409,30.65182,171,False,True,False
chr14,32428235,32428682,Nanog_1k_peak_5461,366,.,16.03763,40.8364,36.63285,198,True,False,True
chr14,32486144,32486414,Nanog_1k_peak_5462,429,.,19.40081,47.3201599999999,42.92624,104,False,False,True
chr14,32636249,32636609,Nanog_1k_peak_5466,201,.,11.43407,23.82945,20.19947,304,False,True,False
chr14,32647118,32647421,Nanog_1k_peak_5467,230,.,13.17958,26.74664,23.0077,125,False,True,False
chr14,32745498,32745960,Nanog_1k_peak_5475,1032,.,12.74119,109.03063,103.21629,292,False,False,True
chr14,32756470,32757097,Nanog_1k_peak_5478,423,.,11.44999,46.74295,42.36692,449,False,True,True
chr14,32765633,32765760,Nanog_1k_peak_5481,158,.,10.84609,19.33061,15.88954,64,False,True,True
chr14,32807334,32807487,Nanog_1k_peak_5483,198,.,12.72991,23.48789,19.8714,93,True,True,True
chr14,32966271,32966506,Nanog_1k_peak_5491,234,.,11.69818,27.24938,23.49217,74,True,False,True
chr14,33282952,33283046,Nanog_1k_peak_5497,318,.,16.0529899999999,35.93039,31.8771299999999,47,False,True,False
chr14,33327613,33327910,Nanog_1k_peak_5500,330,.,13.55656,37.1309,33.03865,130,True,False,True
chr14,33857585,33857864,Nanog_1k_peak_5509,236,.,13.92165,27.4615799999999,23.69624,95,True,True,False
chr14,33904972,33905228,Nanog_1k_peak_5510,368,.,17.88267,41.08312,36.87233,108,False,False,True
chr14,33969536,33969848,Nanog_1k_peak_5514,250,.,13.3718899999999,28.85069,25.03514,184,False,True,True
chr14,33980845,33981028,Nanog_1k_peak_5517,224,.,11.41566,26.15152,22.4344,121,True,False,True
chr14,34490710,34491021,Nanog_1k_peak_5526,533,.,12.12773,58.01444,53.31363,147,False,False,True
chr14,34491747,34491994,Nanog_1k_peak_5527,610,.,13.1569799999999,65.98745,61.06648,117,False,True,True
chr14,34737317,34737448,Nanog_1k_peak_5530,290,.,16.72589,33.03886,29.08013,43,True,False,True
chr14,34758648,34758943,Nanog_1k_peak_5531,209,.,11.8935,24.59603,20.93682,88,False,True,True
chr14,34787012,34787215,Nanog_1k_peak_5532,310,.,14.76283,35.11059,31.08393,124,True,False,True
chr14,34933659,34933828,Nanog_1k_peak_5535,402,.,20.29037,44.54412,40.23183,82,False,False,True
chr14,35293643,35293850,Nanog_1k_peak_5540,257,.,12.30438,29.55588,25.71521,82,False,True,False
chr14,35517767,35517923,Nanog_1k_peak_5546,187,.,12.47916,22.36351,18.79287,57,False,True,False
chr14,35774020,35774203,Nanog_1k_peak_5548,313,.,13.35192,35.38212,31.34713,108,False,True,False
chr14,35776678,35776916,Nanog_1k_peak_5549,278,.,12.1183199999999,31.7962599999999,27.8799,94,True,True,False
chr14,35791036,35791235,Nanog_1k_peak_5550,184,.,11.02641,22.04085,18.48392,71,False,True,False
chr14,36025200,36025337,Nanog_1k_peak_5552,184,.,12.27383,21.95825,18.40465,72,False,True,True
chr14,36048779,36049157,Nanog_1k_peak_5553,625,.,17.30726,67.5350199999999,62.57328,108,True,False,True
chr14,36056368,36056571,Nanog_1k_peak_5555,198,.,10.5449,23.47186,19.85596,98,False,True,True
chr14,36239976,36240234,Nanog_1k_peak_5563,221,.,12.6692,25.89075,22.18282,182,True,True,False
chr14,36247395,36247672,Nanog_1k_peak_5565,458,.,12.58798,50.35439,45.86815,104,True,True,False
chr14,36433024,36433299,Nanog_1k_peak_5571,243,.,12.97321,28.18257,24.39155,43,False,True,False
chr14,36580502,36580704,Nanog_1k_peak_5572,153,.,10.5395899999999,18.7983899999999,15.38075,51,False,True,False
chr14,37002586,37002742,Nanog_1k_peak_5578,158,.,11.04665,19.33591,15.89452,65,False,True,False
chr14,37105754,37106021,Nanog_1k_peak_5579,164,.,11.17095,19.90479,16.43831,155,True,True,False
chr14,37187380,37187591,Nanog_1k_peak_5583,165,.,10.09914,19.97128,16.50153,79,True,True,False
chr14,37552192,37552426,Nanog_1k_peak_5595,475,.,15.27346,52.13647,47.59721,120,False,True,False
chr14,37740695,37740999,Nanog_1k_peak_5602,167,.,10.2505399999999,20.22244,16.74267,178,False,True,False
chr14,37904549,37905110,Nanog_1k_peak_5604,238,.,12.24956,27.57892,23.80912,202,False,True,False
chr14,38666954,38667203,Nanog_1k_peak_5616,303,.,13.5082,34.30231,30.3018099999999,144,False,True,False
chr14,38750745,38751012,Nanog_1k_peak_5618,167,.,10.89001,20.28201,16.79981,118,False,True,False
chr14,38843537,38843891,Nanog_1k_peak_5624,827,.,15.7285,88.1593599999999,82.72321,194,False,False,True
chr14,39230370,39230544,Nanog_1k_peak_5634,181,.,11.97083,21.72038,18.17715,122,False,True,True
chr14,39289722,39290219,Nanog_1k_peak_5637,868,.,19.27387,92.38274,86.86752,207,True,False,True
chr14,39310712,39310921,Nanog_1k_peak_5639,268,.,14.51493,30.76842,26.88618,99,True,True,False
chr14,39605849,39606043,Nanog_1k_peak_5641,561,.,22.14425,60.882,56.10057,117,True,False,True
chr14,39617053,39617354,Nanog_1k_peak_5642,176,.,11.675,21.1902799999999,17.66919,252,True,True,True
chr14,39660011,39660392,Nanog_1k_peak_5643,505,.,18.90833,55.19664,50.57159,96,False,False,True
chr14,39741490,39741793,Nanog_1k_peak_5648,152,.,10.85055,18.69351,15.28012,220,False,True,False
chr14,40202035,40202432,Nanog_1k_peak_5659,191,.,11.46867,22.77617,19.18894,213,False,True,False
chr14,40220478,40220780,Nanog_1k_peak_5661,209,.,11.8935,24.59603,20.93682,90,True,True,False
chr14,40283159,40283443,Nanog_1k_peak_5665,193,.,10.56939,22.94291,19.3489799999999,99,True,True,False
chr14,40349866,40350381,Nanog_1k_peak_5670,273,.,12.53082,31.24205,27.3428799999999,187,False,True,False
chr14,40665062,40665272,Nanog_1k_peak_5673,235,.,12.4623,27.3244799999999,23.56437,55,False,True,False
chr14,40716268,40716539,Nanog_1k_peak_5676,295,.,16.4283799999999,33.4756,29.50188,189,True,True,True
chr14,40759750,40760113,Nanog_1k_peak_5679,283,.,14.30986,32.33389,28.3990799999999,125,True,False,True
chr14,40840294,40840505,Nanog_1k_peak_5683,310,.,15.93719,35.07215,31.04699,107,True,False,True
chr14,41468985,41469155,Nanog_1k_peak_5688,213,.,12.8039,25.01859,21.34299,90,True,False,True
chr14,41490124,41490614,Nanog_1k_peak_5691,188,.,10.26724,22.42664,18.85339,154,False,False,True
chr14,41681257,41681574,Nanog_1k_peak_5693,166,.,11.07297,20.13811,16.66182,96,True,True,False
chr14,41692784,41693088,Nanog_1k_peak_5694,260,.,14.7044299999999,29.90475,26.0512,233,False,True,False
chr14,41825068,41825210,Nanog_1k_peak_5697,196,.,12.78046,23.22873,19.6230799999999,71,True,True,False
chr14,42159412,42159911,Nanog_1k_peak_5703,738,.,18.04873,79.14588,73.8990599999999,177,True,False,True
chr14,42170179,42170497,Nanog_1k_peak_5704,539,.,17.70251,58.6226099999999,53.90405,159,True,False,True
chr14,42952785,42953083,Nanog_1k_peak_5716,190,.,11.40008,22.66204,19.07967,112,False,True,False
chr14,43000861,43001061,Nanog_1k_peak_5718,193,.,11.26686,22.98828,19.3924,106,True,True,False
chr14,43118134,43118395,Nanog_1k_peak_5719,235,.,13.17597,27.3181,23.55837,103,True,True,True
chr14,43124614,43125012,Nanog_1k_peak_5720,253,.,13.1907299999999,29.16872,25.34192,148,False,False,True
chr14,43332354,43332699,Nanog_1k_peak_5722,176,.,10.8396,21.1994,17.6775299999999,137,True,True,False
chr14,43793540,43793840,Nanog_1k_peak_5733,364,.,17.1924299999999,40.62877,36.43117,164,True,True,False
chr14,43876627,43876943,Nanog_1k_peak_5735,192,.,12.12487,22.85711,19.26643,215,False,False,True
chr14,44471450,44471621,Nanog_1k_peak_5745,179,.,11.57437,21.44487,17.91317,71,True,False,True
chr14,44658171,44658439,Nanog_1k_peak_5749,180,.,10.73659,21.5592799999999,18.02334,181,False,True,False
chr14,45565677,45565860,Nanog_1k_peak_5752,189,.,12.41112,22.5289799999999,18.95187,99,False,True,False
